# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# THE FULL SWEEP BEHIND TRUE_CAUSAL_STATE.tsv: 66 policies x 8 score columns, 5 seeds, all-session denominators, in-sweep shuffled null on every cell.
# THE LEVEL FAMILIES (TAU x7, OCCUPANCY x3) RUN HERE FOR THE FIRST TIME ON PROPERLY-FITTED CALIBRATED TARGETS.  They were absent from ARRIVAL_FITTED.tsv because the fitted score columns existed only on eval rows, so their training-block reference was all-NaN and both families returned empty seat lists that were then silently dropped.
# S_TABPFN is in the column set on purpose: it is the only score with calibrated GLOBAL discrimination, which is the shape a level rule eats, and its earlier dismissal was measured against the within-cell objective the leak audit voided.
# THE LEAKY SECRETARY FAMILY IS DELIBERATELY ABSENT.  It is void, and carrying it would only widen the search-adjusted null the honest arms have to clear.
# SECDECL's grid is EXTENDED DOWNWARD (f from 0.05) because the era diagnosis says the cell's best arrives at ~26% of the phase clock.  The old grid began at 0.25 — at its own boundary.
mode	era	criterion	score_column	family	policy	n_seeds	usd_per_session_ALL	sd_usd	ci_lo	ci_hi	n_trades_total	n_firing_sessions	n_era_sessions	usd_per_trade	top5_trade_share_of_pnl	shuffled_null	causal_oracle	capture_of_causal_oracle
eval	E7	BINDING	S_TABPFN	SECDECL	SECDECL_0.1_0.9	1	-38.06	0.0	-160.55	84.43	498.0	367.0	393	-30.04	0.111	-42.88	3360.0	-0.0113
eval	E7	BINDING	S_TABPFN	SECDECL	SECDECL_0.25_0.3	1	-72.22	0.0	-169.92	25.48	374.0	311.0	393	-75.89	0.118	-117.39	3360.0	-0.0215
eval	E7	BINDING	S_TABPFN	SECDECL	SECDECL_0.25_0.5	1	-79.72	0.0	-175.0	15.55	350.0	297.0	393	-89.52	0.134	-68.42	3360.0	-0.0237
eval	E7	BINDING	S_TABPFN	SECDECL	SECDECL_0.25_0.65	1	-31.46	0.0	-123.39	60.47	339.0	288.0	393	-36.47	0.116	-116.6	3360.0	-0.0094
eval	E7	BINDING	S_TABPFN	SECDECL	SECDECL_0.25_0.75	1	-56.67	0.0	-152.14	38.8	327.0	278.0	393	-68.11	0.131	-143.83	3360.0	-0.0169
eval	E7	BINDING	S_TABPFN	SECDECL	SECDECL_0.25_0.9	1	-19.03	0.0	-114.49	76.42	306.0	263.0	393	-24.44	0.156	-83.1	3360.0	-0.0057
eval	E7	BINDING	S_TABPFN	SECDECL	SECDECL_0.2_0.3	1	-100.41	0.0	-217.11	16.28	455.0	349.0	393	-86.73	0.133	34.14	3360.0	-0.0299
eval	E7	BINDING	S_TABPFN	SECDECL	SECDECL_0.2_0.5	1	-76.52	0.0	-190.62	37.57	436.0	342.0	393	-68.98	0.129	-113.07	3360.0	-0.0228
eval	E7	BINDING	S_TABPFN	SECDECL	SECDECL_0.2_0.65	1	-71.71	0.0	-181.46	38.03	413.0	336.0	393	-68.24	0.134	-28.78	3360.0	-0.0213
eval	E7	BINDING	S_TABPFN	SECDECL	SECDECL_0.2_0.75	1	-25.88	0.0	-138.68	86.92	403.0	331.0	393	-25.24	0.127	-101.41	3360.0	-0.0077
eval	E7	BINDING	S_TABPFN	SECDECL	SECDECL_0.2_0.9	1	-38.77	0.0	-148.13	70.59	380.0	318.0	393	-40.1	0.137	-82.97	3360.0	-0.0115
eval	E7	BINDING	S_TABPFN	SECDECL	SECDECL_0.35_0.3	1	-2.19	0.0	-65.06	60.68	151.0	142.0	393	-5.7	0.269	-23.1	3360.0	-0.0007
eval	E7	BINDING	S_TABPFN	SECDECL	SECDECL_0.35_0.5	1	-7.0	0.0	-64.24	50.24	135.0	127.0	393	-20.37	0.291	-103.57	3360.0	-0.0021
eval	E7	BINDING	S_TABPFN	SECDECL	SECDECL_0.35_0.65	1	-20.15	0.0	-77.34	37.05	121.0	114.0	393	-65.43	0.302	-81.32	3360.0	-0.006
eval	E7	BINDING	S_TABPFN	SECDECL	SECDECL_0.35_0.75	1	-2.89	0.0	-58.19	52.41	115.0	111.0	393	-9.89	0.3	29.83	3360.0	-0.0009
eval	E7	BINDING	S_TABPFN	SECDECL	SECDECL_0.35_0.9	1	5.1	0.0	-49.75	59.96	105.0	102.0	393	19.11	0.312	-54.11	3360.0	0.0015
eval	E7	BINDING	S_TABPFN	SECNHAT	SECNHAT_0.05	1	60.83	0.0	-77.02	198.68	555.0	381.0	393	43.07	0.102	-45.33	3360.0	0.0181
eval	E7	BINDING	S_TABPFN	SECNHAT	SECNHAT_0.1	1	9.54	0.0	-106.53	125.6	463.0	351.0	393	8.09	0.091	-14.61	3360.0	0.0028
eval	E7	BINDING	S_TABPFN	SECNHAT	SECNHAT_0.15	1	33.63	0.0	-74.68	141.94	392.0	323.0	393	33.71	0.142	34.33	3360.0	0.01
eval	E7	BINDING	S_TABPFN	SECNHAT	SECNHAT_0.25	1	-20.91	0.0	-122.38	80.56	286.0	251.0	393	-28.73	0.209	-12.64	3360.0	-0.0062
eval	E7	BINDING	S_TABPFN	SECNHAT	SECNHAT_0.4	1	-1.65	0.0	-88.36	85.06	147.0	140.0	393	-4.4	0.285	-77.21	3360.0	-0.0005
eval	E7	BINDING	S_TABPFN	SECNHAT	SECNHAT_0.6	1	-22.04	0.0	-76.92	32.85	66.0	63.0	393	-131.23	0.552	-27.85	3360.0	-0.0066
eval	E7	BINDING	S_TABPFN	SECTIME	SECTIME_0.05	1	33.15	0.0	-109.41	175.71	527.0	375.0	393	24.72	0.122	-62.44	3360.0	0.0099
eval	E7	BINDING	S_TABPFN	SECTIME	SECTIME_0.1	1	-42.96	0.0	-159.96	74.04	488.0	363.0	393	-34.6	0.125	-52.25	3360.0	-0.0128
eval	E7	BINDING	S_TABPFN	SECTIME	SECTIME_0.15	1	-26.64	0.0	-140.44	87.15	439.0	344.0	393	-23.85	0.122	-20.22	3360.0	-0.0079
eval	E7	BINDING	S_TABPFN	SECTIME	SECTIME_0.25	1	-12.51	0.0	-106.4	81.38	292.0	253.0	393	-16.84	0.164	-89.91	3360.0	-0.0037
eval	E7	BINDING	S_TABPFN	SECTIME	SECTIME_0.4	1	-11.84	0.0	-36.93	13.26	33.0	33.0	393	-140.98	0.762	-101.73	3360.0	-0.0035
eval	E7	BINDING	S_TABPFN	SECTIME	SECTIME_0.6	1	-3.39	0.0	-10.53	3.75	4.0	4.0	393	-333.12	-0.914	9.92	3360.0	-0.001
eval	E7	BINDING	S_TABPFN	SECTIME_RE	SECTIME_RE_0.05	1	33.15	0.0	-109.41	175.71	527.0	375.0	393	24.72	0.122	-50.5	3360.0	0.0099
eval	E7	BINDING	S_TABPFN	SECTIME_RE	SECTIME_RE_0.1	1	-42.96	0.0	-159.96	74.04	488.0	363.0	393	-34.6	0.125	-102.74	3360.0	-0.0128
eval	E7	BINDING	S_TABPFN	SECTIME_RE	SECTIME_RE_0.15	1	-26.64	0.0	-140.44	87.15	439.0	344.0	393	-23.85	0.122	-51.67	3360.0	-0.0079
eval	E7	BINDING	S_TABPFN	SECTIME_RE	SECTIME_RE_0.25	1	-12.51	0.0	-106.4	81.38	292.0	253.0	393	-16.84	0.164	-73.23	3360.0	-0.0037
eval	E7	BINDING	S_TABPFN	SECTIME_RE	SECTIME_RE_0.4	1	-11.84	0.0	-36.93	13.26	33.0	33.0	393	-140.98	0.762	-33.65	3360.0	-0.0035
eval	E7	BINDING	S_TABPFN	SECTIME_RE	SECTIME_RE_0.6	1	-3.39	0.0	-10.53	3.75	4.0	4.0	393	-333.12	-0.914	-36.65	3360.0	-0.001
eval	E7	BINDING	S_TABPFN	TAU_LEVEL	TAU_0.5	1	-66.25	0.0	-200.38	67.88	616.0	393.0	393	-42.27	0.101	22.71	3360.0	-0.0197
eval	E7	BINDING	S_TABPFN	TAU_LEVEL	TAU_0.7	1	-92.4	0.0	-223.25	38.45	518.0	383.0	393	-70.11	0.126	-6.61	3360.0	-0.0275
eval	E7	BINDING	S_TABPFN	TAU_LEVEL	TAU_0.8	1	-143.35	0.0	-262.38	-24.31	422.0	372.0	393	-133.5	0.136	71.42	3360.0	-0.0427
eval	E7	BINDING	S_TABPFN	TAU_LEVEL	TAU_0.9	1	33.87	0.0	-82.01	149.76	294.0	284.0	393	45.28	0.189	3.17	3360.0	0.0101
eval	E7	BINDING	S_TABPFN	TAU_LEVEL	TAU_0.95	1	-0.07	0.0	-81.83	81.69	158.0	154.0	393	-0.17	0.259	-39.21	3360.0	-0.0
eval	E7	BINDING	S_TABPFN	TAU_LEVEL	TAU_0.975	1	-24.97	0.0	-74.58	24.65	75.0	75.0	393	-130.83	0.413	50.12	3360.0	-0.0074
eval	E7	BINDING	S_TABPFN	TAU_LEVEL	TAU_0.99	1	-7.31	0.0	-34.17	19.55	22.0	22.0	393	-130.57	0.809	21.66	3360.0	-0.0022
eval	E7	BINDING	S_XGB	CELLSOFAR	CELLSOFAR_0.8	5	28.84	8.91	-137.32	195.01	693.0	393.0	393	16.34	0.1	-12.17	3360.0	0.0086
eval	E7	BINDING	S_XGB	CELLSOFAR	CELLSOFAR_0.9	5	99.95	10.9	-90.71	290.6	690.0	393.0	393	56.89	0.113	-31.91	3360.0	0.0297
eval	E7	BINDING	S_XGB	CELLSOFAR	CELLSOFAR_0.95	5	88.53	13.68	-91.61	268.67	670.8	392.8	393	51.86	0.116	19.32	3360.0	0.0263
eval	E7	BINDING	S_XGB	CELLSOFAR	CELLSOFAR_0.99	5	39.96	14.03	-111.47	191.4	649.2	390.2	393	24.16	0.104	29.05	3360.0	0.0119
eval	E7	BINDING	S_XGB	DAYSOFAR	DAYSOFAR_0.5	5	-18.37	23.0	-158.09	121.36	685.8	393.0	393	-10.59	0.092	-48.67	3360.0	-0.0055
eval	E7	BINDING	S_XGB	DAYSOFAR	DAYSOFAR_0.7	5	-69.5	18.67	-208.6	69.6	683.2	393.0	393	-40.04	0.084	-41.74	3360.0	-0.0207
eval	E7	BINDING	S_XGB	DAYSOFAR	DAYSOFAR_0.9	5	101.77	11.19	-72.78	276.33	692.4	393.0	393	57.77	0.113	-30.62	3360.0	0.0303
eval	E7	BINDING	S_XGB	FIRST	FIRST_3	5	-68.19	0.0	-206.41	70.03	686.0	393.0	393	-39.07	0.097	-68.19	3360.0	-0.0203
eval	E7	BINDING	S_XGB	OCC_LEVEL	OCCUPANCY_0.5	5	0.0	0.0	0.0	0.0	0.0	0.0	393			0.0	3360.0	0.0
eval	E7	BINDING	S_XGB	OCC_LEVEL	OCCUPANCY_1	5	0.0	0.0	0.0	0.0	0.0	0.0	393			0.0	3360.0	0.0
eval	E7	BINDING	S_XGB	OCC_LEVEL	OCCUPANCY_2	5	0.0	0.0	0.0	0.0	0.0	0.0	393			0.0	3360.0	0.0
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.05_0.3	5	-45.23	17.54	-196.73	106.28	697.0	393.0	393	-25.56	0.116	9.03	3360.0	-0.0135
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.05_0.5	5	-25.88	10.2	-179.18	127.41	682.0	393.0	393	-14.91	0.115	-64.84	3360.0	-0.0077
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.05_0.65	5	26.35	12.68	-137.19	189.9	680.6	393.0	393	15.17	0.112	-23.85	3360.0	0.0078
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.05_0.75	5	60.87	8.32	-104.41	226.15	679.4	393.0	393	35.22	0.107	-10.34	3360.0	0.0181
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.05_0.9	5	51.05	10.37	-110.14	212.23	664.2	393.0	393	30.18	0.104	-16.34	3360.0	0.0152
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.15_0.3	5	-56.05	11.72	-198.74	86.64	683.8	393.0	393	-32.23	0.13	-53.14	3360.0	-0.0167
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.15_0.5	5	-12.94	13.41	-168.04	142.15	660.2	392.4	393	-7.7	0.127	14.68	3360.0	-0.0039
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.15_0.65	5	27.3	12.28	-131.28	185.88	652.0	392.0	393	16.42	0.119	31.94	3360.0	0.0081
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.15_0.75	5	37.9	13.13	-114.52	190.32	638.2	391.8	393	23.32	0.113	15.07	3360.0	0.0113
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.15_0.9	5	18.0	4.4	-129.26	165.26	614.6	389.4	393	11.51	0.117	0.77	3360.0	0.0054
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.1_0.3	5	-61.58	14.44	-212.45	89.3	679.4	393.0	393	-35.68	0.124	-36.97	3360.0	-0.0183
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.1_0.5	5	-32.03	19.45	-187.91	123.85	666.6	392.6	393	-18.96	0.123	-37.37	3360.0	-0.0095
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.1_0.65	5	22.24	18.72	-139.9	184.38	664.2	392.0	393	13.11	0.117	-8.54	3360.0	0.0066
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.1_0.75	5	40.21	12.09	-119.32	199.74	658.0	391.8	393	24.0	0.108	-8.88	3360.0	0.012
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.1_0.9	5	27.22	14.67	-127.89	182.34	638.2	391.2	393	16.71	0.11	-62.52	3360.0	0.0081
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.25_0.3	5	-59.84	9.74	-180.97	61.3	676.8	392.6	393	-34.72	0.082	-82.49	3360.0	-0.0178
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.25_0.5	5	-14.2	9.88	-135.55	107.16	634.4	387.0	393	-8.79	0.081	-20.72	3360.0	-0.0042
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.25_0.65	5	-10.6	11.35	-130.04	108.84	614.0	385.0	393	-6.82	0.083	-68.19	3360.0	-0.0032
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.25_0.75	5	0.11	8.77	-120.14	120.36	599.0	384.4	393	0.06	0.085	-32.56	3360.0	0.0
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.25_0.9	5	-3.43	10.71	-123.77	116.92	565.0	379.4	393	-2.41	0.086	-103.98	3360.0	-0.001
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.2_0.3	5	-94.29	17.77	-227.68	39.11	671.4	393.0	393	-55.24	0.115	-65.73	3360.0	-0.0281
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.2_0.5	5	-38.32	22.93	-175.58	98.94	647.8	391.2	393	-23.31	0.11	-78.73	3360.0	-0.0114
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.2_0.65	5	-8.02	6.58	-145.48	129.44	633.4	389.6	393	-4.97	0.1	-55.62	3360.0	-0.0024
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.2_0.75	5	-7.41	10.4	-141.82	127.0	617.4	389.6	393	-4.72	0.103	-91.54	3360.0	-0.0022
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.2_0.9	5	-12.72	12.23	-144.64	119.21	591.2	386.0	393	-8.48	0.106	-74.29	3360.0	-0.0038
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.35_0.3	5	-52.0	9.98	-155.89	51.89	642.6	389.0	393	-31.8	0.105	-104.55	3360.0	-0.0155
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.35_0.5	5	-4.79	19.86	-109.68	100.1	586.4	378.8	393	-3.18	0.107	-36.53	3360.0	-0.0014
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.35_0.65	5	-0.04	8.0	-104.64	104.55	565.0	375.0	393	-0.04	0.113	-72.38	3360.0	-0.0
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.35_0.75	5	-9.22	9.75	-111.08	92.64	546.8	371.0	393	-6.65	0.117	-111.24	3360.0	-0.0027
eval	E7	BINDING	S_XGB	SECDECL	SECDECL_0.35_0.9	5	-25.28	14.17	-124.05	73.49	487.8	358.2	393	-20.45	0.119	-93.8	3360.0	-0.0075
eval	E7	BINDING	S_XGB	SECNHAT	SECNHAT_0.05	5	-12.31	11.94	-156.1	131.49	624.0	388.4	393	-7.8	0.112	-16.05	3360.0	-0.0037
eval	E7	BINDING	S_XGB	SECNHAT	SECNHAT_0.1	5	7.15	19.65	-133.04	147.34	579.8	378.6	393	4.79	0.123	16.22	3360.0	0.0021
eval	E7	BINDING	S_XGB	SECNHAT	SECNHAT_0.15	5	22.72	10.42	-115.12	160.55	555.6	375.0	393	16.05	0.138	-46.55	3360.0	0.0068
eval	E7	BINDING	S_XGB	SECNHAT	SECNHAT_0.25	5	-33.64	10.62	-145.07	77.79	494.2	350.8	393	-26.77	0.129	-23.26	3360.0	-0.01
eval	E7	BINDING	S_XGB	SECNHAT	SECNHAT_0.4	5	-43.79	14.44	-138.96	51.38	393.6	310.0	393	-43.8	0.14	-37.54	3360.0	-0.013
eval	E7	BINDING	S_XGB	SECNHAT	SECNHAT_0.6	5	-34.89	6.99	-110.11	40.33	248.8	219.2	393	-54.99	0.209	-25.64	3360.0	-0.0104
eval	E7	BINDING	S_XGB	SECTIME	SECTIME_0.05	5	39.35	9.9	-112.28	190.98	638.6	390.0	393	24.17	0.103	-18.62	3360.0	0.0117
eval	E7	BINDING	S_XGB	SECTIME	SECTIME_0.1	5	8.09	16.87	-138.32	154.5	610.0	386.4	393	5.13	0.112	-35.72	3360.0	0.0024
eval	E7	BINDING	S_XGB	SECTIME	SECTIME_0.15	5	-7.18	17.25	-146.07	131.71	580.0	381.6	393	-4.96	0.124	-16.68	3360.0	-0.0021
eval	E7	BINDING	S_XGB	SECTIME	SECTIME_0.25	5	-33.73	13.45	-145.05	77.6	517.6	362.0	393	-25.63	0.097	-91.78	3360.0	-0.01
eval	E7	BINDING	S_XGB	SECTIME	SECTIME_0.4	5	-50.3	9.02	-128.47	27.88	366.8	291.4	393	-53.76	0.148	-57.49	3360.0	-0.015
eval	E7	BINDING	S_XGB	SECTIME	SECTIME_0.6	5	-30.57	8.98	-69.62	8.49	210.2	188.4	393	-57.28	0.209	-13.5	3360.0	-0.0091
eval	E7	BINDING	S_XGB	SECTIME_RE	SECTIME_RE_0.05	5	39.35	9.9	-112.28	190.98	638.6	390.0	393	24.17	0.103	-38.92	3360.0	0.0117
eval	E7	BINDING	S_XGB	SECTIME_RE	SECTIME_RE_0.1	5	8.09	16.87	-138.32	154.5	610.0	386.4	393	5.13	0.112	-2.95	3360.0	0.0024
eval	E7	BINDING	S_XGB	SECTIME_RE	SECTIME_RE_0.15	5	-7.18	17.25	-146.07	131.71	580.0	381.6	393	-4.96	0.124	19.76	3360.0	-0.0021
eval	E7	BINDING	S_XGB	SECTIME_RE	SECTIME_RE_0.25	5	-33.73	13.45	-145.05	77.6	517.6	362.0	393	-25.63	0.097	-65.4	3360.0	-0.01
eval	E7	BINDING	S_XGB	SECTIME_RE	SECTIME_RE_0.4	5	-50.3	9.02	-128.47	27.88	366.8	291.4	393	-53.76	0.148	-48.76	3360.0	-0.015
eval	E7	BINDING	S_XGB	SECTIME_RE	SECTIME_RE_0.6	5	-30.57	8.98	-69.62	8.49	210.2	188.4	393	-57.28	0.209	-38.57	3360.0	-0.0091
eval	E7	BINDING	S_XGB	TAU_LEVEL	TAU_0.5	5	0.0	0.0	0.0	0.0	0.0	0.0	393			0.0	3360.0	0.0
eval	E7	BINDING	S_XGB	TAU_LEVEL	TAU_0.7	5	0.0	0.0	0.0	0.0	0.0	0.0	393			0.0	3360.0	0.0
eval	E7	BINDING	S_XGB	TAU_LEVEL	TAU_0.8	5	0.0	0.0	0.0	0.0	0.0	0.0	393			0.0	3360.0	0.0
eval	E7	BINDING	S_XGB	TAU_LEVEL	TAU_0.9	5	0.0	0.0	0.0	0.0	0.0	0.0	393			0.0	3360.0	0.0
eval	E7	BINDING	S_XGB	TAU_LEVEL	TAU_0.95	5	0.0	0.0	0.0	0.0	0.0	0.0	393			0.0	3360.0	0.0
eval	E7	BINDING	S_XGB	TAU_LEVEL	TAU_0.975	5	0.0	0.0	0.0	0.0	0.0	0.0	393			0.0	3360.0	0.0
eval	E7	BINDING	S_XGB	TAU_LEVEL	TAU_0.99	5	0.0	0.0	0.0	0.0	0.0	0.0	393			0.0	3360.0	0.0
inner	E5	BINDING	A_EV_CAL	CELLSOFAR	CELLSOFAR_0.8	5	13.61	18.45	-93.02	120.24	772.0	379.0	379	6.66	0.068	-52.76	2021.0	0.0067
inner	E5	BINDING	A_EV_CAL	CELLSOFAR	CELLSOFAR_0.9	5	-7.43	16.04	-114.46	99.6	767.2	379.0	379	-3.69	0.071	-116.17	2021.0	-0.0037
inner	E5	BINDING	A_EV_CAL	CELLSOFAR	CELLSOFAR_0.95	5	1.34	16.77	-102.17	104.86	763.6	379.0	379	0.61	0.073	-80.16	2021.0	0.0007
inner	E5	BINDING	A_EV_CAL	CELLSOFAR	CELLSOFAR_0.99	5	3.1	22.14	-100.54	106.75	759.0	379.0	379	1.45	0.075	-70.58	2021.0	0.0015
inner	E5	BINDING	A_EV_CAL	DAYSOFAR	DAYSOFAR_0.5	5	69.11	25.19	-41.83	180.06	779.4	379.0	379	33.57	0.079	-44.2	2021.0	0.0342
inner	E5	BINDING	A_EV_CAL	DAYSOFAR	DAYSOFAR_0.7	5	57.77	45.19	-51.54	167.08	768.2	379.0	379	28.33	0.077	-2.02	2021.0	0.0286
inner	E5	BINDING	A_EV_CAL	DAYSOFAR	DAYSOFAR_0.9	5	34.14	39.17	-70.44	138.71	735.8	378.8	379	17.48	0.08	-48.79	2021.0	0.0169
inner	E5	BINDING	A_EV_CAL	FIRST	FIRST_3	5	-75.04	0.0	-170.81	20.72	777.0	379.0	379	-36.6	0.084	-75.04	2021.0	-0.0371
inner	E5	BINDING	A_EV_CAL	OCC_LEVEL	OCCUPANCY_0.5	5	12.72	10.09	-63.99	89.43	371.0	313.2	379	12.95	0.149	-52.84	2021.0	0.0063
inner	E5	BINDING	A_EV_CAL	OCC_LEVEL	OCCUPANCY_1	5	-7.32	24.76	-88.01	73.37	399.2	327.0	379	-7.13	0.144	-84.1	2021.0	-0.0036
inner	E5	BINDING	A_EV_CAL	OCC_LEVEL	OCCUPANCY_2	5	4.41	27.74	-79.52	88.35	444.0	338.6	379	3.89	0.134	-71.12	2021.0	0.0022
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.05_0.3	5	-24.35	12.73	-125.61	76.9	762.4	379.0	379	-12.12	0.077	-73.49	2021.0	-0.012
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.05_0.5	5	-25.42	16.08	-125.66	74.83	762.0	379.0	379	-12.66	0.077	-83.67	2021.0	-0.0126
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.05_0.65	5	-19.37	14.72	-119.67	80.93	763.2	379.0	379	-9.65	0.076	-99.88	2021.0	-0.0096
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.05_0.75	5	-20.43	14.2	-121.69	80.83	762.4	379.0	379	-10.15	0.076	-86.55	2021.0	-0.0101
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.05_0.9	5	-11.08	7.49	-112.58	90.42	757.6	379.0	379	-5.56	0.076	-69.51	2021.0	-0.0055
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.15_0.3	5	-23.84	31.98	-120.59	72.9	772.2	379.0	379	-11.75	0.084	-84.46	2021.0	-0.0118
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.15_0.5	5	-25.06	42.27	-120.85	70.72	771.8	379.0	379	-12.36	0.085	-101.04	2021.0	-0.0124
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.15_0.65	5	-19.64	47.2	-116.42	77.15	769.2	378.8	379	-9.73	0.084	-86.44	2021.0	-0.0097
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.15_0.75	5	-10.5	55.68	-108.28	87.28	769.2	378.8	379	-5.29	0.083	-60.2	2021.0	-0.0052
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.15_0.9	5	-32.4	52.97	-127.16	62.36	752.8	378.8	379	-16.42	0.086	15.45	2021.0	-0.016
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.1_0.3	5	-38.51	25.06	-140.62	63.59	763.2	379.0	379	-19.3	0.079	-63.21	2021.0	-0.0191
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.1_0.5	5	-34.15	21.11	-135.9	67.59	765.4	379.0	379	-16.96	0.079	-70.92	2021.0	-0.0169
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.1_0.65	5	-36.76	21.81	-138.61	65.1	763.8	379.0	379	-18.24	0.079	-74.81	2021.0	-0.0182
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.1_0.75	5	-28.67	25.79	-131.64	74.3	764.4	379.0	379	-14.22	0.079	-84.06	2021.0	-0.0142
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.1_0.9	5	-24.81	31.38	-128.03	78.41	753.4	379.0	379	-12.59	0.081	-42.29	2021.0	-0.0123
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.25_0.3	5	-29.55	25.98	-114.01	54.92	787.8	379.0	379	-14.45	0.07	-71.83	2021.0	-0.0146
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.25_0.5	5	-36.22	34.48	-121.44	49.01	788.8	379.0	379	-17.68	0.069	-40.4	2021.0	-0.0179
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.25_0.65	5	-41.0	21.99	-124.66	42.66	780.2	378.8	379	-20.06	0.072	-42.86	2021.0	-0.0203
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.25_0.75	5	-46.17	19.68	-128.31	35.98	769.0	378.8	379	-22.77	0.071	-5.79	2021.0	-0.0228
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.25_0.9	5	-34.32	31.85	-116.28	47.64	737.4	378.4	379	-17.8	0.073	-32.63	2021.0	-0.017
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.2_0.3	5	4.01	22.36	-93.2	101.22	787.4	379.0	379	1.89	0.081	-62.78	2021.0	0.002
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.2_0.5	5	10.94	19.33	-83.33	105.21	792.0	379.0	379	5.19	0.079	-62.36	2021.0	0.0054
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.2_0.65	5	5.9	33.32	-88.8	100.6	786.4	378.8	379	2.7	0.079	-50.07	2021.0	0.0029
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.2_0.75	5	14.05	32.42	-79.99	108.09	786.0	378.8	379	6.64	0.078	-53.89	2021.0	0.007
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.2_0.9	5	0.83	27.71	-90.78	92.43	760.8	378.8	379	0.26	0.079	-41.06	2021.0	0.0004
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.35_0.3	5	-23.54	27.33	-99.5	52.42	806.6	378.6	379	-11.17	0.071	-54.06	2021.0	-0.0116
inner	E5	BINDING	A_EV_CAL	SECDECL	SECDECL_0.35_0.5	5	-23.34	33.23	-98.27	51.58	798.8	378.6	379	-11.28	0.073	-77.93	2021.0	-0.0116
