# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# THE DENOMINATOR IS FIXED HERE TOO: usd_per_session_ALL counts every session in the era, a non-trading session contributing $0.  usd_per_FIRING_session is the incumbent's quantity and is what produced the $1,261.25 headline out of 1.8 trades.
# THE SECRETARY FAMILY WAS NOT CAUSAL.  `arrival.seats_secretary` sets its observation window to k = round(frac * m) where m is the cell's EVENTUAL arrival count — a quantity the arrival second cannot know.  Rows marked LOOKAHEAD_m are the incumbent form and are VOID FOR DEPLOYMENT for the same reason `top_per_cell_score` was.  Every headline number the program has printed since the respecification is one of those rows.
# SECTIME_f is the causal replacement on the PHASE CLOCK: observe until t_first_arrival + f x (phase_close - t_first_arrival), both known at the first arrival (the phase close is a schedule fact).
# SECNHAT_f is the causal replacement on a COUNT: observe the first round(f x n_hat) arrivals, n_hat = the TRAINING BLOCK's mean cell size for that (asset, phase).
# SECDECL_f_p is the HYBRID the seated-vs-selected diagnosis asked for: causal-clock observation, then a bar that starts at the running max and falls linearly in phase time to the p-quantile of what has been observed.  SECRETARY x OCCUPANCY.
# top5_trade_share_of_pnl is the CONCENTRATION CHECK: the share of an arm's whole realised P&L carried by its five best trades.  A policy seating ~1 position per session over ~390 sessions whose top five trades carry most of the money is a lottery ticket, not an edge, whatever its mean reads.
# PROPHET rows are the same rules driven by the candidate's TRUE certificate — the rule-shape ceiling, HINDSIGHT, never deployable.
mode	era	criterion	target	policy	causality	usd_per_session_ALL	sd_usd	usd_per_FIRING_session	n_firing_sessions	n_era_sessions	n_trades_total	usd_per_trade	top5_trade_share_of_pnl	shuffled_null	causal_oracle	capture_of_causal_oracle	aim_08causal	gap_to_aim
eval	E6	BINDING	PROPHET	OCCUPANCY_0.5	causal	1213.35	0.0	1308.79	356.0	384	497.0	937.48	0.076		2675.0	0.4536	2140.0	-926.65
eval	E6	BINDING	PROPHET	OCCUPANCY_1	causal	1138.53	0.0	1224.64	357.0	384	491.0	890.42	0.069		2675.0	0.4256	2140.0	-1001.47
eval	E6	BINDING	PROPHET	OCCUPANCY_2	causal	1397.98	0.0	1470.75	365.0	384	525.0	1022.52	0.058		2675.0	0.5226	2140.0	-742.02
eval	E6	BINDING	PROPHET	SECDECL_0.25_0.5	causal	1368.28	0.0	1368.28	384.0	384	1020.0	515.12	0.032		2675.0	0.5115	2140.0	-771.72
eval	E6	BINDING	PROPHET	SECDECL_0.25_0.75	causal	1233.92	0.0	1273.72	372.0	384	750.0	631.77	0.037		2675.0	0.4613	2140.0	-906.08
eval	E6	BINDING	PROPHET	SECDECL_0.25_0.9	causal	1108.77	0.0	1213.01	351.0	384	629.0	676.9	0.041		2675.0	0.4145	2140.0	-1031.23
eval	E6	BINDING	PROPHET	SECDECL_0.5_0.5	causal	749.65	0.0	757.54	380.0	384	856.0	336.29	0.043		2675.0	0.2802	2140.0	-1390.35
eval	E6	BINDING	PROPHET	SECDECL_0.5_0.75	causal	499.28	0.0	707.46	271.0	384	368.0	520.99	0.06		2675.0	0.1866	2140.0	-1640.72
eval	E6	BINDING	PROPHET	SECDECL_0.5_0.9	causal	347.64	0.0	713.87	187.0	384	230.0	580.41	0.09		2675.0	0.13	2140.0	-1792.36
eval	E6	BINDING	PROPHET	SECDECL_0.6_0.5	causal	555.12	0.0	568.44	375.0	384	773.0	275.76	0.054		2675.0	0.2075	2140.0	-1584.88
eval	E6	BINDING	PROPHET	SECDECL_0.6_0.75	causal	345.78	0.0	614.72	216.0	384	274.0	484.6	0.08		2675.0	0.1293	2140.0	-1794.22
eval	E6	BINDING	PROPHET	SECDECL_0.6_0.9	causal	227.09	0.0	650.76	134.0	384	156.0	558.98	0.118		2675.0	0.0849	2140.0	-1912.91
eval	E6	BINDING	PROPHET	SECDECL_0.7_0.5	causal	430.61	0.0	445.7	371.0	384	679.0	243.53	0.066		2675.0	0.161	2140.0	-1709.39
eval	E6	BINDING	PROPHET	SECDECL_0.7_0.75	causal	254.13	0.0	548.24	178.0	384	210.0	464.7	0.107		2675.0	0.095	2140.0	-1885.87
eval	E6	BINDING	PROPHET	SECDECL_0.7_0.9	causal	135.25	0.0	558.47	93.0	384	100.0	519.37	0.158		2675.0	0.0506	2140.0	-2004.75
eval	E6	BINDING	PROPHET	SECNHAT_0.1	causal	1585.12	0.0	1690.8	360.0	384	725.0	839.57	0.051		2675.0	0.5926	2140.0	-554.88
eval	E6	BINDING	PROPHET	SECNHAT_0.25	causal	1183.16	0.0	1470.34	309.0	384	488.0	931.01	0.064		2675.0	0.4423	2140.0	-956.84
eval	E6	BINDING	PROPHET	SECNHAT_0.5	causal	639.04	0.0	1378.6	178.0	384	237.0	1035.4	0.106		2675.0	0.2389	2140.0	-1500.96
eval	E6	BINDING	PROPHET	SECNHAT_0.6	causal	523.82	0.0	1406.63	143.0	384	183.0	1099.17	0.13		2675.0	0.1958	2140.0	-1616.18
eval	E6	BINDING	PROPHET	SECNHAT_0.7	causal	416.67	0.0	1441.44	111.0	384	135.0	1185.19	0.163		2675.0	0.1558	2140.0	-1723.33
eval	E6	BINDING	PROPHET	SECNHAT_0.8	causal	347.71	0.0	1500.21	89.0	384	105.0	1271.61	0.189		2675.0	0.13	2140.0	-1792.29
eval	E6	BINDING	PROPHET	SECRETARY_0.1	LOOKAHEAD_m	1629.37	0.0	1695.6	369.0	384	771.0	811.51	0.049		2675.0	0.6091	2140.0	-510.63
eval	E6	BINDING	PROPHET	SECRETARY_0.25	LOOKAHEAD_m	1087.41	0.0	1346.98	310.0	384	512.0	815.56	0.06		2675.0	0.4065	2140.0	-1052.59
eval	E6	BINDING	PROPHET	SECRETARY_0.5	LOOKAHEAD_m	500.77	0.0	991.21	194.0	384	251.0	766.12	0.081		2675.0	0.1872	2140.0	-1639.23
eval	E6	BINDING	PROPHET	SECRETARY_0.6	LOOKAHEAD_m	325.99	0.0	881.56	142.0	384	165.0	758.67	0.109		2675.0	0.1219	2140.0	-1814.01
eval	E6	BINDING	PROPHET	SECRETARY_0.7	LOOKAHEAD_m	148.54	0.0	679.02	84.0	384	90.0	633.75	0.157		2675.0	0.0555	2140.0	-1991.46
eval	E6	BINDING	PROPHET	SECRETARY_0.8	LOOKAHEAD_m	79.03	0.0	674.36	45.0	384	47.0	645.66	0.273		2675.0	0.0295	2140.0	-2060.97
eval	E6	BINDING	PROPHET	SECTIME_0.1	causal	1738.76	0.0	1785.25	374.0	384	801.0	833.56	0.045		2675.0	0.65	2140.0	-401.24
eval	E6	BINDING	PROPHET	SECTIME_0.25	causal	1193.09	0.0	1388.32	330.0	384	551.0	831.48	0.058		2675.0	0.446	2140.0	-946.91
eval	E6	BINDING	PROPHET	SECTIME_0.5	causal	251.47	0.0	760.34	127.0	384	146.0	661.4	0.116		2675.0	0.094	2140.0	-1888.53
eval	E6	BINDING	PROPHET	SECTIME_0.6	causal	152.22	0.0	759.11	77.0	384	86.0	679.67	0.176		2675.0	0.0569	2140.0	-1987.78
eval	E6	BINDING	PROPHET	SECTIME_0.7	causal	96.16	0.0	724.02	51.0	384	55.0	671.36	0.267		2675.0	0.0359	2140.0	-2043.84
eval	E6	BINDING	PROPHET	SECTIME_0.8	causal	45.25	0.0	599.14	29.0	384	30.0	579.17	0.421		2675.0	0.0169	2140.0	-2094.75
eval	E6	BINDING	PROPHET	SECTIME_RE_0.1	causal	1738.76	0.0	1785.25	374.0	384	801.0	833.56	0.045		2675.0	0.65	2140.0	-401.24
eval	E6	BINDING	PROPHET	SECTIME_RE_0.25	causal	1193.09	0.0	1388.32	330.0	384	551.0	831.48	0.058		2675.0	0.446	2140.0	-946.91
eval	E6	BINDING	PROPHET	SECTIME_RE_0.5	causal	251.47	0.0	760.34	127.0	384	146.0	661.4	0.116		2675.0	0.094	2140.0	-1888.53
eval	E6	BINDING	PROPHET	SECTIME_RE_0.6	causal	152.22	0.0	759.11	77.0	384	86.0	679.67	0.176		2675.0	0.0569	2140.0	-1987.78
eval	E6	BINDING	PROPHET	SECTIME_RE_0.7	causal	96.16	0.0	724.02	51.0	384	55.0	671.36	0.267		2675.0	0.0359	2140.0	-2043.84
eval	E6	BINDING	PROPHET	SECTIME_RE_0.8	causal	45.25	0.0	599.14	29.0	384	30.0	579.17	0.421		2675.0	0.0169	2140.0	-2094.75
eval	E7	BINDING	A_EV	OCCUPANCY_0.5	causal	-90.02	32.58	-105.02	336.0	393	395.8	-89.2	0.137	-23.67	3360.0	-0.0268	2688.0	-2778.02
eval	E7	BINDING	A_EV	OCCUPANCY_1	causal	-72.81	36.09	-82.24	348.2	393	426.6	-67.32	0.153	-25.23	3360.0	-0.0217	2688.0	-2760.81
eval	E7	BINDING	A_EV	OCCUPANCY_2	causal	-35.12	49.09	-37.75	363.6	393	481.0	-28.43	0.133	-37.35	3360.0	-0.0105	2688.0	-2723.12
eval	E7	BINDING	A_EV	SECDECL_0.25_0.5	causal	-116.43	38.53	-116.43	393.0	393	713.4	-64.39	0.081	-53.88	3360.0	-0.0347	2688.0	-2804.43
eval	E7	BINDING	A_EV	SECDECL_0.25_0.75	causal	-121.77	29.91	-121.86	392.8	393	695.6	-69.02	0.083	-87.78	3360.0	-0.0362	2688.0	-2809.77
eval	E7	BINDING	A_EV	SECDECL_0.25_0.9	causal	-116.52	35.18	-117.12	391.2	393	662.4	-69.52	0.095	-55.23	3360.0	-0.0347	2688.0	-2804.52
eval	E7	BINDING	A_EV	SECDECL_0.5_0.5	causal	-120.52	33.94	-120.52	393.0	393	720.0	-65.95	0.084	-87.87	3360.0	-0.0359	2688.0	-2808.52
eval	E7	BINDING	A_EV	SECDECL_0.5_0.75	causal	-115.71	24.2	-117.75	386.4	393	636.4	-71.61	0.1	-36.28	3360.0	-0.0344	2688.0	-2803.71
eval	E7	BINDING	A_EV	SECDECL_0.5_0.9	causal	-93.79	12.86	-100.79	366.4	393	541.8	-68.02	0.144	-47.84	3360.0	-0.0279	2688.0	-2781.79
eval	E7	BINDING	A_EV	SECDECL_0.6_0.5	causal	-106.54	21.34	-106.54	393.0	393	720.6	-58.17	0.086	-55.72	3360.0	-0.0317	2688.0	-2794.54
eval	E7	BINDING	A_EV	SECDECL_0.6_0.75	causal	-99.48	19.87	-102.24	382.8	393	618.4	-63.31	0.118	-59.02	3360.0	-0.0296	2688.0	-2787.48
eval	E7	BINDING	A_EV	SECDECL_0.6_0.9	causal	-65.41	18.27	-71.8	358.6	393	514.8	-50.01	0.157	-18.93	3360.0	-0.0195	2688.0	-2753.41
eval	E7	BINDING	A_EV	SECDECL_0.7_0.5	causal	-91.75	16.85	-91.92	392.2	393	701.0	-51.39	0.104	-71.41	3360.0	-0.0273	2688.0	-2779.75
eval	E7	BINDING	A_EV	SECDECL_0.7_0.75	causal	-81.19	17.9	-84.95	376.4	393	585.0	-54.61	0.148	-51.35	3360.0	-0.0242	2688.0	-2769.19
eval	E7	BINDING	A_EV	SECDECL_0.7_0.9	causal	-68.49	17.82	-78.5	343.2	393	474.6	-56.76	0.176	-33.97	3360.0	-0.0204	2688.0	-2756.49
eval	E7	BINDING	A_EV	SECNHAT_0.1	causal	-41.19	33.74	-41.3	392.2	393	668.4	-24.65	0.105	24.0	3360.0	-0.0123	2688.0	-2729.19
eval	E7	BINDING	A_EV	SECNHAT_0.25	causal	-61.91	29.65	-64.11	379.4	393	599.8	-40.54	0.122	-1.67	3360.0	-0.0184	2688.0	-2749.91
eval	E7	BINDING	A_EV	SECNHAT_0.5	causal	-42.91	26.49	-52.08	326.2	393	446.0	-37.79	0.161	-39.74	3360.0	-0.0128	2688.0	-2730.91
eval	E7	BINDING	A_EV	SECNHAT_0.6	causal	-49.89	16.47	-67.19	293.0	393	373.4	-52.72	0.207	-37.79	3360.0	-0.0148	2688.0	-2737.89
eval	E7	BINDING	A_EV	SECNHAT_0.7	causal	-65.9	26.34	-100.6	258.8	393	308.2	-84.39	0.261	-36.48	3360.0	-0.0196	2688.0	-2753.9
eval	E7	BINDING	A_EV	SECNHAT_0.8	causal	-46.37	20.22	-81.52	224.4	393	254.8	-71.58	0.297	-19.04	3360.0	-0.0138	2688.0	-2734.37
eval	E7	BINDING	A_EV	SECRETARY_0.1	LOOKAHEAD_m	-30.63	41.32	-30.63	393.0	393	690.6	-17.61	0.084	-40.99	3360.0	-0.0091	2688.0	-2718.63
eval	E7	BINDING	A_EV	SECRETARY_0.25	LOOKAHEAD_m	-147.39	43.81	-149.0	388.8	393	628.8	-92.39	0.124	-80.72	3360.0	-0.0439	2688.0	-2835.39
eval	E7	BINDING	A_EV	SECRETARY_0.5	LOOKAHEAD_m	-90.32	38.23	-101.07	353.2	393	526.8	-67.79	0.141	-60.58	3360.0	-0.0269	2688.0	-2778.32
eval	E7	BINDING	A_EV	SECRETARY_0.6	LOOKAHEAD_m	-67.01	34.29	-80.09	332.8	393	470.6	-56.27	0.157	-63.66	3360.0	-0.0199	2688.0	-2755.01
eval	E7	BINDING	A_EV	SECRETARY_0.7	LOOKAHEAD_m	-41.55	15.88	-52.99	311.4	393	419.8	-38.99	0.196	-48.05	3360.0	-0.0124	2688.0	-2729.55
eval	E7	BINDING	A_EV	SECRETARY_0.8	LOOKAHEAD_m	-22.8	12.27	-32.57	276.2	393	349.0	-25.64	0.221	-13.09	3360.0	-0.0068	2688.0	-2710.8
eval	E7	BINDING	A_EV	SECTIME_0.1	causal	21.67	54.75	21.64	392.4	393	693.2	11.8	0.091	-52.17	3360.0	0.0064	2688.0	-2666.33
eval	E7	BINDING	A_EV	SECTIME_0.25	causal	-105.39	50.86	-106.65	388.8	393	620.0	-67.42	0.095	-120.12	3360.0	-0.0314	2688.0	-2793.39
eval	E7	BINDING	A_EV	SECTIME_0.5	causal	-71.08	19.07	-87.44	321.8	393	431.2	-65.06	0.174	-42.54	3360.0	-0.0212	2688.0	-2759.08
eval	E7	BINDING	A_EV	SECTIME_0.6	causal	-60.48	12.35	-78.28	304.8	393	390.0	-61.13	0.21	-29.28	3360.0	-0.018	2688.0	-2748.48
eval	E7	BINDING	A_EV	SECTIME_0.7	causal	-46.6	8.59	-65.04	282.6	393	352.4	-52.08	0.249	-36.84	3360.0	-0.0139	2688.0	-2734.6
eval	E7	BINDING	A_EV	SECTIME_0.8	causal	-39.64	6.38	-60.34	258.0	393	305.0	-51.11	0.32	-3.68	3360.0	-0.0118	2688.0	-2727.64
eval	E7	BINDING	A_EV	SECTIME_RE_0.1	causal	21.51	54.66	21.48	392.4	393	693.8	11.68	0.091	-39.4	3360.0	0.0064	2688.0	-2666.49
eval	E7	BINDING	A_EV	SECTIME_RE_0.25	causal	-105.8	50.96	-107.07	388.8	393	622.8	-67.36	0.095	-50.15	3360.0	-0.0315	2688.0	-2793.8
eval	E7	BINDING	A_EV	SECTIME_RE_0.5	causal	-71.36	19.26	-87.79	321.8	393	435.4	-64.7	0.174	-15.17	3360.0	-0.0212	2688.0	-2759.36
eval	E7	BINDING	A_EV	SECTIME_RE_0.6	causal	-60.39	12.52	-78.17	304.8	393	395.0	-60.26	0.209	-17.08	3360.0	-0.018	2688.0	-2748.39
eval	E7	BINDING	A_EV	SECTIME_RE_0.7	causal	-46.63	8.67	-65.08	282.6	393	357.4	-51.39	0.248	-18.43	3360.0	-0.0139	2688.0	-2734.63
eval	E7	BINDING	A_EV	SECTIME_RE_0.8	causal	-39.49	6.08	-60.12	258.0	393	309.0	-50.26	0.318	-20.89	3360.0	-0.0118	2688.0	-2727.49
eval	E7	BINDING	A_PBAR	OCCUPANCY_0.5	causal	-71.9	24.21	-77.7	363.0	393	418.8	-67.31	0.153	-75.8	3360.0	-0.0214	2688.0	-2759.9
eval	E7	BINDING	A_PBAR	OCCUPANCY_1	causal	-66.66	30.46	-67.92	385.2	393	460.8	-56.59	0.145	-14.88	3360.0	-0.0198	2688.0	-2754.66
eval	E7	BINDING	A_PBAR	OCCUPANCY_2	causal	-63.56	22.58	-64.22	388.8	393	488.0	-51.1	0.129	-33.83	3360.0	-0.0189	2688.0	-2751.56
eval	E7	BINDING	A_PBAR	SECDECL_0.25_0.5	causal	-29.25	24.64	-29.29	392.4	393	647.8	-17.75	0.121	-82.64	3360.0	-0.0087	2688.0	-2717.25
eval	E7	BINDING	A_PBAR	SECDECL_0.25_0.75	causal	-5.54	29.17	-6.1	354.2	393	478.4	-4.39	0.103	-119.17	3360.0	-0.0016	2688.0	-2693.54
eval	E7	BINDING	A_PBAR	SECDECL_0.25_0.9	causal	-37.88	14.65	-50.43	298.2	393	359.8	-41.87	0.13	-31.11	3360.0	-0.0113	2688.0	-2725.88
eval	E7	BINDING	A_PBAR	SECDECL_0.5_0.5	causal	-78.99	4.83	-83.35	372.4	393	532.0	-58.36	0.143	-59.87	3360.0	-0.0235	2688.0	-2766.99
eval	E7	BINDING	A_PBAR	SECDECL_0.5_0.75	causal	-40.75	10.14	-83.55	192.6	393	218.4	-74.04	0.258	-95.41	3360.0	-0.0121	2688.0	-2728.75
eval	E7	BINDING	A_PBAR	SECDECL_0.5_0.9	causal	-28.95	3.25	-170.73	67.0	393	69.0	-165.91	0.437	-40.57	3360.0	-0.0086	2688.0	-2716.95
eval	E7	BINDING	A_PBAR	SECDECL_0.6_0.5	causal	-64.91	7.98	-71.57	356.4	393	491.0	-51.97	0.17	-44.01	3360.0	-0.0193	2688.0	-2752.91
eval	E7	BINDING	A_PBAR	SECDECL_0.6_0.75	causal	-10.6	2.81	-27.1	153.4	393	166.2	-24.97	0.343	-48.82	3360.0	-0.0032	2688.0	-2698.6
eval	E7	BINDING	A_PBAR	SECDECL_0.6_0.9	causal	-15.59	4.56	-169.94	37.0	393	37.0	-169.94	0.761	-33.43	3360.0	-0.0046	2688.0	-2703.59
eval	E7	BINDING	A_PBAR	SECDECL_0.7_0.5	causal	-66.68	5.0	-78.81	332.2	393	430.2	-60.88	0.211	-48.15	3360.0	-0.0198	2688.0	-2754.68
eval	E7	BINDING	A_PBAR	SECDECL_0.7_0.75	causal	-25.84	2.42	-84.58	121.0	393	127.6	-80.31	0.432	-59.5	3360.0	-0.0077	2688.0	-2713.84
eval	E7	BINDING	A_PBAR	SECDECL_0.7_0.9	causal	-13.35	3.09	-198.37	26.6	393	26.6	-198.37	0.871	-52.66	3360.0	-0.004	2688.0	-2701.35
eval	E7	BINDING	A_PBAR	SECNHAT_0.1	causal	-68.88	40.18	-99.62	271.8	393	307.4	-87.71	0.21	-59.3	3360.0	-0.0205	2688.0	-2756.88
eval	E7	BINDING	A_PBAR	SECNHAT_0.25	causal	-25.3	13.94	-72.26	141.0	393	148.8	-68.72	0.291	-8.1	3360.0	-0.0075	2688.0	-2713.3
eval	E7	BINDING	A_PBAR	SECNHAT_0.5	causal	-1.46	12.93	-11.31	54.2	393	55.0	-11.53	0.515	-25.02	3360.0	-0.0004	2688.0	-2689.46
eval	E7	BINDING	A_PBAR	SECNHAT_0.6	causal	3.11	12.29	38.14	33.8	393	34.0	36.73	0.755	-13.36	3360.0	0.0009	2688.0	-2684.89
eval	E7	BINDING	A_PBAR	SECNHAT_0.7	causal	-8.19	17.25	-104.16	23.8	393	24.0	-106.93	0.936	15.89	3360.0	-0.0024	2688.0	-2696.19
eval	E7	BINDING	A_PBAR	SECNHAT_0.8	causal	-7.17	13.76	-113.89	20.0	393	20.2	-117.38	0.985	-16.12	3360.0	-0.0021	2688.0	-2695.17
eval	E7	BINDING	A_PBAR	SECRETARY_0.1	LOOKAHEAD_m	-82.09	23.66	-113.68	285.0	393	337.6	-95.84	0.144	-85.78	3360.0	-0.0244	2688.0	-2770.09
eval	E7	BINDING	A_PBAR	SECRETARY_0.25	LOOKAHEAD_m	-27.01	8.45	-79.68	134.4	393	145.0	-73.99	0.303	-63.4	3360.0	-0.008	2688.0	-2715.01
eval	E7	BINDING	A_PBAR	SECRETARY_0.5	LOOKAHEAD_m	4.83	12.42	96.5	21.8	393	22.4	90.41	0.76	-20.27	3360.0	0.0014	2688.0	-2683.17
eval	E7	BINDING	A_PBAR	SECRETARY_0.6	LOOKAHEAD_m	-0.2	2.61	-26.7	10.4	393	10.4	-26.7	0.611	-24.28	3360.0	-0.0001	2688.0	-2688.2
eval	E7	BINDING	A_PBAR	SECRETARY_0.7	LOOKAHEAD_m	1.6	1.32	345.25	3.4	393	3.4	345.25	0.362	-29.39	3360.0	0.0005	2688.0	-2686.4
eval	E7	BINDING	A_PBAR	SECRETARY_0.8	LOOKAHEAD_m	-1.55	0.95	-469.83	1.4	393	1.4	-587.29	-0.956	-9.13	3360.0	-0.0005	2688.0	-2689.55
eval	E7	BINDING	A_PBAR	SECTIME_0.1	causal	-71.95	24.56	-89.87	316.8	393	387.8	-73.72	0.162	-69.12	3360.0	-0.0214	2688.0	-2759.95
eval	E7	BINDING	A_PBAR	SECTIME_0.25	causal	-16.46	12.22	-35.95	181.4	393	193.6	-33.76	0.224	-59.72	3360.0	-0.0049	2688.0	-2704.46
eval	E7	BINDING	A_PBAR	SECTIME_0.5	causal	-5.59	3.97	-224.33	11.0	393	11.0	-224.33	0.587	-28.36	3360.0	-0.0017	2688.0	-2693.59
eval	E7	BINDING	A_PBAR	SECTIME_0.6	causal	-1.14	3.32	-255.42	4.4	393	4.4	-255.42	-0.027	-22.71	3360.0	-0.0003	2688.0	-2689.14
eval	E7	BINDING	A_PBAR	SECTIME_0.7	causal	0.28	3.45	-181.75	3.6	393	3.6	-181.75	0.008	-3.63	3360.0	0.0001	2688.0	-2687.72
eval	E7	BINDING	A_PBAR	SECTIME_0.8	causal	-1.02	1.77	-315.08	1.2	393	1.2	-525.14	0.179	-2.69	3360.0	-0.0003	2688.0	-2689.02
eval	E7	BINDING	A_PBAR	SECTIME_RE_0.1	causal	-71.95	24.56	-89.87	316.8	393	387.8	-73.72	0.162	-31.02	3360.0	-0.0214	2688.0	-2759.95
eval	E7	BINDING	A_PBAR	SECTIME_RE_0.25	causal	-16.46	12.22	-35.95	181.4	393	193.6	-33.76	0.224	-75.43	3360.0	-0.0049	2688.0	-2704.46
eval	E7	BINDING	A_PBAR	SECTIME_RE_0.5	causal	-5.59	3.97	-224.33	11.0	393	11.0	-224.33	0.587	-23.89	3360.0	-0.0017	2688.0	-2693.59
eval	E7	BINDING	A_PBAR	SECTIME_RE_0.6	causal	-1.14	3.32	-255.42	4.4	393	4.4	-255.42	-0.027	-23.54	3360.0	-0.0003	2688.0	-2689.14
eval	E7	BINDING	A_PBAR	SECTIME_RE_0.7	causal	0.28	3.45	-181.75	3.6	393	3.6	-181.75	0.008	-13.67	3360.0	0.0001	2688.0	-2687.72
eval	E7	BINDING	A_PBAR	SECTIME_RE_0.8	causal	-1.02	1.77	-315.08	1.2	393	1.2	-525.14	0.179	-3.57	3360.0	-0.0003	2688.0	-2689.02
eval	E7	BINDING	A_PWIN	OCCUPANCY_0.5	causal	-81.15	50.28	-116.04	279.8	393	307.4	-106.7	0.194	-29.42	3360.0	-0.0242	2688.0	-2769.15
eval	E7	BINDING	A_PWIN	OCCUPANCY_1	causal	-45.16	75.26	-49.99	359.0	393	431.0	-42.33	0.159	-8.08	3360.0	-0.0134	2688.0	-2733.16
eval	E7	BINDING	A_PWIN	OCCUPANCY_2	causal	-46.42	51.26	-49.53	367.4	393	444.0	-40.9	0.148	-38.36	3360.0	-0.0138	2688.0	-2734.42
eval	E7	BINDING	A_PWIN	SECDECL_0.25_0.5	causal	-73.72	33.73	-84.28	346.6	393	467.0	-63.22	0.1	-72.75	3360.0	-0.0219	2688.0	-2761.72
eval	E7	BINDING	A_PWIN	SECDECL_0.25_0.75	causal	-74.21	16.0	-86.81	337.6	393	446.6	-66.26	0.103	-102.45	3360.0	-0.0221	2688.0	-2762.21
eval	E7	BINDING	A_PWIN	SECDECL_0.25_0.9	causal	-61.54	24.36	-74.51	327.4	393	426.6	-57.82	0.119	-89.32	3360.0	-0.0183	2688.0	-2749.54
eval	E7	BINDING	A_PWIN	SECDECL_0.5_0.5	causal	-18.12	29.67	-54.28	106.4	393	115.0	-49.96	0.374	-35.28	3360.0	-0.0054	2688.0	-2706.12
eval	E7	BINDING	A_PWIN	SECDECL_0.5_0.75	causal	-26.84	19.98	-105.03	94.6	393	101.0	-98.48	0.379	-69.52	3360.0	-0.008	2688.0	-2714.84
eval	E7	BINDING	A_PWIN	SECDECL_0.5_0.9	causal	-17.53	24.02	-71.0	88.4	393	95.0	-67.36	0.399	-34.85	3360.0	-0.0052	2688.0	-2705.53
eval	E7	BINDING	A_PWIN	SECDECL_0.6_0.5	causal	-9.87	21.2	-51.97	66.6	393	68.8	-50.74	0.442	-65.38	3360.0	-0.0029	2688.0	-2697.87
eval	E7	BINDING	A_PWIN	SECDECL_0.6_0.75	causal	-3.17	24.8	-17.05	60.0	393	61.6	-18.17	0.47	-70.79	3360.0	-0.0009	2688.0	-2691.17
eval	E7	BINDING	A_PWIN	SECDECL_0.6_0.9	causal	9.53	23.75	88.02	56.4	393	58.0	84.52	0.462	-27.0	3360.0	0.0028	2688.0	-2678.47
eval	E7	BINDING	A_PWIN	SECDECL_0.7_0.5	causal	-24.4	12.93	-225.45	41.4	393	41.8	-223.99	0.706	-41.93	3360.0	-0.0073	2688.0	-2712.4
eval	E7	BINDING	A_PWIN	SECDECL_0.7_0.75	causal	-16.01	12.88	-158.45	37.0	393	37.2	-156.95	0.717	-36.84	3360.0	-0.0048	2688.0	-2704.01
eval	E7	BINDING	A_PWIN	SECDECL_0.7_0.9	causal	-15.34	6.4	-172.43	34.0	393	34.4	-170.37	0.737	-17.89	3360.0	-0.0046	2688.0	-2703.34
eval	E7	BINDING	A_PWIN	SECNHAT_0.1	causal	3.74	20.5	5.64	273.4	393	317.8	4.84	0.14	-13.43	3360.0	0.0011	2688.0	-2684.26
eval	E7	BINDING	A_PWIN	SECNHAT_0.25	causal	-2.89	8.59	-7.04	145.8	393	155.6	-6.51	0.246	-46.73	3360.0	-0.0009	2688.0	-2690.89
eval	E7	BINDING	A_PWIN	SECNHAT_0.5	causal	0.14	16.65	11.62	53.6	393	55.6	12.73	0.519	-37.95	3360.0	0.0	2688.0	-2687.86
eval	E7	BINDING	A_PWIN	SECNHAT_0.6	causal	-2.48	17.5	-19.25	41.0	393	42.6	-16.17	0.631	-25.48	3360.0	-0.0007	2688.0	-2690.48
eval	E7	BINDING	A_PWIN	SECNHAT_0.7	causal	-9.5	14.54	-128.69	31.4	393	32.6	-123.02	0.803	2.82	3360.0	-0.0028	2688.0	-2697.5
eval	E7	BINDING	A_PWIN	SECNHAT_0.8	causal	-11.25	12.66	-224.66	25.2	393	26.2	-218.69	0.705	-4.89	3360.0	-0.0033	2688.0	-2699.25
eval	E7	BINDING	A_PWIN	SECRETARY_0.1	LOOKAHEAD_m	-9.7	33.21	-12.38	284.4	393	338.8	-10.38	0.126	-58.65	3360.0	-0.0029	2688.0	-2697.7
eval	E7	BINDING	A_PWIN	SECRETARY_0.25	LOOKAHEAD_m	-20.03	11.56	-50.02	146.8	393	159.2	-46.06	0.244	-42.47	3360.0	-0.006	2688.0	-2708.03
eval	E7	BINDING	A_PWIN	SECRETARY_0.5	LOOKAHEAD_m	-17.61	7.66	-262.59	27.4	393	28.0	-257.39	0.771	-17.24	3360.0	-0.0052	2688.0	-2705.61
eval	E7	BINDING	A_PWIN	SECRETARY_0.6	LOOKAHEAD_m	-5.04	7.99	-164.38	13.4	393	13.6	-164.75	0.45	-16.56	3360.0	-0.0015	2688.0	-2693.04
