# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# TWO DEFECTS ARE FIXED IN THIS TABLE AND BOTH CHANGE THE HEADLINE.
# (1) THE DENOMINATOR.  `newobj.replay_delayed` emits one row per session THAT TRADED, and `read_rows` averages over exactly those, so every `usd_per_session` this program has printed for an ABSTAINING rule is conditional on trading.  usd_per_session_ALL is the honest figure: non-trading sessions contribute $0 and the mean is over the era's real session count.  usd_per_FIRING_session is the incumbent's quantity, kept beside it so the two are never confused again.  n_trades_total is the count that makes the difference legible.
# (2) THE MISSING FAMILIES.  `ARRIVAL_FITTED.tsv` carried 20 of these 30 policies: the fitted score columns were written only on eval rows, so `seats_tau`/`seats_occupancy` found an all-NaN training block, returned an empty seat list, and were dropped by `if not real: continue`.  Every LEVEL-consuming rule was missing from the table built to measure a calibrated LEVEL — OCCUPANCY among them, the declining-bar rule the seated-vs-selected diagnosis named as the medicine and which the journal recorded as already in flight.
# A POLICY THAT SEATS NOTHING NOW PRINTS A ROW READING $0.00 AT 0.000 seats/session instead of vanishing.
# REPLAYED ON THE ERA'S EVAL ROWS.  Reading the maximum of this table as an achievement is the winner's curse; see KNOB_HONESTY.tsv.
# Scores are the incumbent's own ISOTONICALLY CALIBRATED columns, extended to cover the training block (CALEV, verified to reproduce the incumbent's eval-row values exactly).  The inner table uses CALIN — the same map fitted on the inner TRAIN days — so the selector is out-of-sample in the same way the eval read is.
era	criterion	target	policy	knob	n_seeds	usd_per_session_ALL	sd_usd	ci_lo	ci_hi	usd_per_FIRING_session	n_firing_sessions	n_era_sessions	n_trades_total	usd_per_trade	seats_per_session	shuffled_null	causal_oracle	capture_of_causal_oracle	aim_08causal	gap_to_aim
E6	BINDING	A_PWIN	SECRETARY_0.1	0.1	5	11.92	16.86	-60.58	84.42	19.49	224.6	384	268.8	16.23	0.7	-77.52	2675.0	0.0045	2140.0	-2128.08
E6	BINDING	A_PWIN	SECRETARY_0.25	0.25	5	8.03	9.49	-33.97	50.04	35.84	84.0	384	90.8	32.94	0.2365	-42.01	2675.0	0.003	2140.0	-2131.97
E6	BINDING	A_PWIN	SECRETARY_0.5	0.5	5	-0.16	7.54	-18.96	18.64	5.31	17.0	384	17.4	4.15	0.0453	-16.67	2675.0	-0.0001	2140.0	-2140.16
E6	BINDING	A_PWIN	SECRETARY_0.6	0.6	5	-0.54	5.34	-12.38	11.3	-101.68	8.6	384	8.6	-101.68	0.0224	-17.84	2675.0	-0.0002	2140.0	-2140.54
E6	BINDING	A_PWIN	SECRETARY_0.7	0.7	5	0.21	3.17	-8.76	9.18	33.42	5.6	384	5.6	33.42	0.0146	-16.37	2675.0	0.0001	2140.0	-2139.79
E6	BINDING	A_PWIN	SECRETARY_0.8	0.8	5	0.73	1.47	-2.41	3.87	141.17	1.8	384	1.8	235.28	0.0047	0.46	2675.0	0.0003	2140.0	-2139.27
E6	BINDING	A_PWIN	SECRETARY_RE_0.1	0.1	5	11.92	16.86	-60.58	84.42	19.49	224.6	384	268.8	16.23	0.7	-48.88	2675.0	0.0045	2140.0	-2128.08
E6	BINDING	A_PWIN	SECRETARY_RE_0.25	0.25	5	8.03	9.49	-33.97	50.04	35.84	84.0	384	90.8	32.94	0.2365	-37.47	2675.0	0.003	2140.0	-2131.97
E6	BINDING	A_PWIN	SECRETARY_RE_0.5	0.5	5	-0.16	7.54	-18.96	18.64	5.31	17.0	384	17.4	4.15	0.0453	-6.2	2675.0	-0.0001	2140.0	-2140.16
E6	BINDING	A_PWIN	SECRETARY_RE_0.6	0.6	5	-0.54	5.34	-12.38	11.3	-101.68	8.6	384	8.6	-101.68	0.0224	-11.75	2675.0	-0.0002	2140.0	-2140.54
E6	BINDING	A_PWIN	SECRETARY_RE_0.7	0.7	5	0.21	3.17	-8.76	9.18	33.42	5.6	384	5.6	33.42	0.0146	-17.33	2675.0	0.0001	2140.0	-2139.79
E6	BINDING	A_PWIN	SECRETARY_RE_0.8	0.8	5	0.73	1.47	-2.41	3.87	141.17	1.8	384	1.8	235.28	0.0047	-4.92	2675.0	0.0003	2140.0	-2139.27
E6	BINDING	A_PWIN	TAU_0.5	0.5	5	-50.72	35.05	-172.98	71.54	-52.7	369.2	384	560.2	-34.83	1.4589	-14.79	2675.0	-0.019	2140.0	-2190.72
E6	BINDING	A_PWIN	TAU_0.7	0.7	5	3.9	20.17	-110.38	118.18	4.39	329.6	384	444.4	2.91	1.1573	-62.31	2675.0	0.0015	2140.0	-2136.1
E6	BINDING	A_PWIN	TAU_0.8	0.8	5	-20.33	43.54	-129.66	89.01	-26.85	315.0	384	403.0	-24.0	1.0495	-57.02	2675.0	-0.0076	2140.0	-2160.33
E6	BINDING	A_PWIN	TAU_0.9	0.9	5	-51.49	41.31	-143.75	40.78	-83.87	248.8	384	284.8	-75.9	0.7417	-33.85	2675.0	-0.0192	2140.0	-2191.49
E6	BINDING	A_PWIN	TAU_0.95	0.95	5	-63.54	11.58	-139.01	11.94	-147.36	173.4	384	182.2	-142.16	0.4745	-25.01	2675.0	-0.0238	2140.0	-2203.54
E6	BINDING	A_PWIN	TAU_0.975	0.975	5	-61.53	12.84	-134.17	11.11	-159.05	158.6	384	167.2	-153.11	0.4354	-58.74	2675.0	-0.023	2140.0	-2201.53
E6	BINDING	A_PWIN	TAU_0.99	0.99	5	-55.39	20.59	-125.18	14.39	-157.21	145.0	384	152.8	-151.42	0.3979	-75.57	2675.0	-0.0207	2140.0	-2195.39
E7	BINDING	A_EV	CELLSOFAR_0.8	0.8	5	-39.97	50.87	-167.07	87.12	-39.97	393.0	393	711.4	-22.41	1.8102	0.45	3360.0	-0.0119	2688.0	-2727.97
E7	BINDING	A_EV	CELLSOFAR_0.9	0.9	5	-29.8	65.71	-158.98	99.38	-29.8	393.0	393	709.8	-17.11	1.8061	-19.1	3360.0	-0.0089	2688.0	-2717.8
E7	BINDING	A_EV	CELLSOFAR_0.95	0.95	5	-5.39	57.03	-136.61	125.84	-5.39	393.0	393	709.6	-3.3	1.8056	-39.18	3360.0	-0.0016	2688.0	-2693.39
E7	BINDING	A_EV	CELLSOFAR_0.99	0.99	5	14.3	72.02	-119.04	147.65	14.3	393.0	393	708.0	7.4	1.8015	7.15	3360.0	0.0043	2688.0	-2673.7
E7	BINDING	A_EV	DAYSOFAR_0.5	0.5	5	-61.28	42.48	-191.28	68.72	-61.28	393.0	393	694.0	-34.99	1.7659	-42.01	3360.0	-0.0182	2688.0	-2749.28
E7	BINDING	A_EV	DAYSOFAR_0.7	0.7	5	-38.5	38.9	-182.21	105.22	-38.5	393.0	393	690.8	-22.01	1.7578	-75.1	3360.0	-0.0115	2688.0	-2726.5
E7	BINDING	A_EV	DAYSOFAR_0.9	0.9	5	-41.78	37.27	-168.42	84.85	-41.78	393.0	393	662.8	-25.06	1.6865	-29.36	3360.0	-0.0124	2688.0	-2729.78
E7	BINDING	A_EV	FIRST_3		5	-68.19	0.0	-206.41	70.03	-68.19	393.0	393	686.0	-39.07	1.7455	-68.19	3360.0	-0.0203	2688.0	-2756.19
E7	BINDING	A_EV	OCCUPANCY_0.5	0.5	5	-90.02	32.58	-172.99	-7.05	-105.02	336.0	393	395.8	-89.2	1.0071	-31.25	3360.0	-0.0268	2688.0	-2778.02
E7	BINDING	A_EV	OCCUPANCY_1	1.0	5	-72.81	36.09	-159.82	14.2	-82.24	348.2	393	426.6	-67.32	1.0855	-20.49	3360.0	-0.0217	2688.0	-2760.81
E7	BINDING	A_EV	OCCUPANCY_2	2.0	5	-35.12	49.09	-129.66	59.42	-37.75	363.6	393	481.0	-28.43	1.2239	-22.53	3360.0	-0.0105	2688.0	-2723.12
E7	BINDING	A_EV	SECRETARY_0.1	0.1	5	-30.63	41.32	-147.65	86.39	-30.63	393.0	393	690.6	-17.61	1.7573	-17.63	3360.0	-0.0091	2688.0	-2718.63
E7	BINDING	A_EV	SECRETARY_0.25	0.25	5	-147.39	43.81	-244.15	-50.63	-149.0	388.8	393	628.8	-92.39	1.6	-127.85	3360.0	-0.0439	2688.0	-2835.39
E7	BINDING	A_EV	SECRETARY_0.5	0.5	5	-90.32	38.23	-159.75	-20.89	-101.07	353.2	393	526.8	-67.79	1.3405	-22.92	3360.0	-0.0269	2688.0	-2778.32
E7	BINDING	A_EV	SECRETARY_0.6	0.6	5	-67.01	34.29	-127.86	-6.17	-80.09	332.8	393	470.6	-56.27	1.1975	-28.82	3360.0	-0.0199	2688.0	-2755.01
E7	BINDING	A_EV	SECRETARY_0.7	0.7	5	-41.55	15.88	-98.62	15.52	-52.99	311.4	393	419.8	-38.99	1.0682	-32.58	3360.0	-0.0124	2688.0	-2729.55
E7	BINDING	A_EV	SECRETARY_0.8	0.8	5	-22.8	12.27	-67.35	21.75	-32.57	276.2	393	349.0	-25.64	0.888	-26.7	3360.0	-0.0068	2688.0	-2710.8
E7	BINDING	A_EV	SECRETARY_RE_0.1	0.1	5	-30.79	41.34	-147.79	86.21	-30.79	393.0	393	691.4	-17.68	1.7593	-45.16	3360.0	-0.0092	2688.0	-2718.79
E7	BINDING	A_EV	SECRETARY_RE_0.25	0.25	5	-147.66	43.88	-244.35	-50.96	-149.27	388.8	393	631.2	-92.19	1.6061	-85.84	3360.0	-0.0439	2688.0	-2835.66
E7	BINDING	A_EV	SECRETARY_RE_0.5	0.5	5	-90.59	38.46	-159.97	-21.22	-101.38	353.2	393	531.6	-67.38	1.3527	-52.79	3360.0	-0.027	2688.0	-2778.59
E7	BINDING	A_EV	SECRETARY_RE_0.6	0.6	5	-67.24	34.27	-128.0	-6.49	-80.36	332.8	393	475.6	-55.87	1.2102	-52.74	3360.0	-0.02	2688.0	-2755.24
E7	BINDING	A_EV	SECRETARY_RE_0.7	0.7	5	-41.73	15.79	-98.76	15.3	-53.21	311.4	393	423.6	-38.82	1.0779	-29.97	3360.0	-0.0124	2688.0	-2729.73
E7	BINDING	A_EV	SECRETARY_RE_0.8	0.8	5	-22.68	12.46	-67.24	21.88	-32.4	276.2	393	350.6	-25.39	0.8921	-16.25	3360.0	-0.0067	2688.0	-2710.68
E7	BINDING	A_EV	TAU_0.5	0.5	5	-30.61	28.61	-158.44	97.23	-30.61	393.0	393	700.6	-17.19	1.7827	-25.55	3360.0	-0.0091	2688.0	-2718.61
E7	BINDING	A_EV	TAU_0.7	0.7	5	-63.39	42.48	-183.54	56.76	-63.48	392.2	393	668.4	-37.47	1.7008	-40.56	3360.0	-0.0189	2688.0	-2751.39
E7	BINDING	A_EV	TAU_0.8	0.8	5	-72.48	47.31	-188.69	43.72	-74.07	384.2	393	605.8	-47.06	1.5415	6.63	3360.0	-0.0216	2688.0	-2760.48
E7	BINDING	A_EV	TAU_0.9	0.9	5	-63.92	25.52	-181.99	54.15	-73.22	342.0	393	505.0	-49.68	1.285	5.03	3360.0	-0.019	2688.0	-2751.92
E7	BINDING	A_EV	TAU_0.95	0.95	5	-71.75	26.75	-179.12	35.61	-96.34	291.4	393	393.4	-70.96	1.001	-60.91	3360.0	-0.0214	2688.0	-2759.75
E7	BINDING	A_EV	TAU_0.975	0.975	5	-57.09	31.58	-143.82	29.63	-105.61	207.4	393	247.8	-88.2	0.6305	-53.95	3360.0	-0.017	2688.0	-2745.09
E7	BINDING	A_EV	TAU_0.99	0.99	5	-57.35	19.81	-114.53	-0.17	-241.29	93.8	393	103.6	-217.7	0.2636	-30.95	3360.0	-0.0171	2688.0	-2745.35
E7	BINDING	A_PBAR	CELLSOFAR_0.8	0.8	5	-34.54	29.98	-159.83	90.74	-34.54	393.0	393	677.2	-20.2	1.7232	-45.09	3360.0	-0.0103	2688.0	-2722.54
E7	BINDING	A_PBAR	CELLSOFAR_0.9	0.9	5	-107.07	39.83	-218.48	4.34	-107.07	393.0	393	623.2	-67.67	1.5858	-64.17	3360.0	-0.0319	2688.0	-2795.07
E7	BINDING	A_PBAR	CELLSOFAR_0.95	0.95	5	-111.86	14.78	-225.31	1.6	-112.26	391.6	393	600.0	-73.23	1.5267	-38.62	3360.0	-0.0333	2688.0	-2799.86
E7	BINDING	A_PBAR	CELLSOFAR_0.99	0.99	5	-107.32	16.2	-220.65	6.02	-109.5	385.2	393	565.8	-74.55	1.4397	-46.93	3360.0	-0.0319	2688.0	-2795.32
E7	BINDING	A_PBAR	DAYSOFAR_0.5	0.5	5	-41.15	10.17	-206.82	124.52	-41.15	393.0	393	698.0	-23.17	1.7761	-21.33	3360.0	-0.0122	2688.0	-2729.15
E7	BINDING	A_PBAR	DAYSOFAR_0.7	0.7	5	-4.01	15.05	-178.32	170.3	-4.01	393.0	393	701.6	-2.27	1.7852	-36.74	3360.0	-0.0012	2688.0	-2692.01
E7	BINDING	A_PBAR	DAYSOFAR_0.9	0.9	5	-96.02	18.28	-215.86	23.83	-96.07	392.8	393	641.8	-58.89	1.6331	-54.35	3360.0	-0.0286	2688.0	-2784.02
E7	BINDING	A_PBAR	FIRST_3		5	-68.19	0.0	-206.41	70.03	-68.19	393.0	393	686.0	-39.07	1.7455	-68.19	3360.0	-0.0203	2688.0	-2756.19
E7	BINDING	A_PBAR	OCCUPANCY_0.5	0.5	5	-71.9	24.21	-183.02	39.22	-77.7	363.0	393	418.8	-67.31	1.0656	31.12	3360.0	-0.0214	2688.0	-2759.9
E7	BINDING	A_PBAR	OCCUPANCY_1	1.0	5	-66.66	30.46	-182.91	49.59	-67.92	385.2	393	460.8	-56.59	1.1725	-42.53	3360.0	-0.0198	2688.0	-2754.66
E7	BINDING	A_PBAR	OCCUPANCY_2	2.0	5	-63.56	22.58	-182.96	55.85	-64.22	388.8	393	488.0	-51.1	1.2417	-29.12	3360.0	-0.0189	2688.0	-2751.56
E7	BINDING	A_PBAR	SECRETARY_0.1	0.1	5	-82.09	23.66	-168.37	4.19	-113.68	285.0	393	337.6	-95.84	0.859	-69.23	3360.0	-0.0244	2688.0	-2770.09
E7	BINDING	A_PBAR	SECRETARY_0.25	0.25	5	-27.01	8.45	-87.2	33.19	-79.68	134.4	393	145.0	-73.99	0.369	-79.23	3360.0	-0.008	2688.0	-2715.01
E7	BINDING	A_PBAR	SECRETARY_0.5	0.5	5	4.83	12.42	-19.53	29.18	96.5	21.8	393	22.4	90.41	0.057	-35.53	3360.0	0.0014	2688.0	-2683.17
E7	BINDING	A_PBAR	SECRETARY_0.6	0.6	5	-0.2	2.61	-13.21	12.82	-26.7	10.4	393	10.4	-26.7	0.0265	-49.78	3360.0	-0.0001	2688.0	-2688.2
E7	BINDING	A_PBAR	SECRETARY_0.7	0.7	5	1.6	1.32	-7.93	11.14	345.25	3.4	393	3.4	345.25	0.0087	-14.72	3360.0	0.0005	2688.0	-2686.4
E7	BINDING	A_PBAR	SECRETARY_0.8	0.8	5	-1.55	0.95	-5.59	2.49	-469.83	1.4	393	1.4	-587.29	0.0036	-10.98	3360.0	-0.0005	2688.0	-2689.55
E7	BINDING	A_PBAR	SECRETARY_RE_0.1	0.1	5	-82.09	23.66	-168.37	4.19	-113.68	285.0	393	337.6	-95.84	0.859	-42.28	3360.0	-0.0244	2688.0	-2770.09
E7	BINDING	A_PBAR	SECRETARY_RE_0.25	0.25	5	-27.01	8.45	-87.2	33.19	-79.68	134.4	393	145.0	-73.99	0.369	-91.45	3360.0	-0.008	2688.0	-2715.01
E7	BINDING	A_PBAR	SECRETARY_RE_0.5	0.5	5	4.83	12.42	-19.53	29.18	96.5	21.8	393	22.4	90.41	0.057	-24.5	3360.0	0.0014	2688.0	-2683.17
E7	BINDING	A_PBAR	SECRETARY_RE_0.6	0.6	5	-0.2	2.61	-13.21	12.82	-26.7	10.4	393	10.4	-26.7	0.0265	-25.27	3360.0	-0.0001	2688.0	-2688.2
E7	BINDING	A_PBAR	SECRETARY_RE_0.7	0.7	5	1.6	1.32	-7.93	11.14	345.25	3.4	393	3.4	345.25	0.0087	-17.17	3360.0	0.0005	2688.0	-2686.4
E7	BINDING	A_PBAR	SECRETARY_RE_0.8	0.8	5	-1.55	0.95	-5.59	2.49	-469.83	1.4	393	1.4	-587.29	0.0036	-9.58	3360.0	-0.0005	2688.0	-2689.55
E7	BINDING	A_PBAR	TAU_0.5	0.5	5	-73.09	3.33	-210.71	64.53	-73.09	393.0	393	687.2	-41.8	1.7486	-26.82	3360.0	-0.0218	2688.0	-2761.09
E7	BINDING	A_PBAR	TAU_0.7	0.7	5	-100.73	6.66	-234.45	32.98	-100.73	393.0	393	678.6	-58.35	1.7267	-67.15	3360.0	-0.03	2688.0	-2788.73
E7	BINDING	A_PBAR	TAU_0.8	0.8	5	-89.45	9.02	-223.54	44.63	-89.45	393.0	393	675.6	-52.04	1.7191	-58.42	3360.0	-0.0266	2688.0	-2777.45
E7	BINDING	A_PBAR	TAU_0.9	0.9	5	-86.26	11.49	-220.99	48.47	-86.26	393.0	393	620.6	-54.63	1.5791	-62.32	3360.0	-0.0257	2688.0	-2774.26
E7	BINDING	A_PBAR	TAU_0.95	0.95	5	-96.83	18.41	-223.73	30.07	-97.2	391.8	393	551.0	-69.42	1.402	13.78	3360.0	-0.0288	2688.0	-2784.83
E7	BINDING	A_PBAR	TAU_0.975	0.975	5	-101.04	23.29	-216.21	14.14	-109.85	360.8	393	432.8	-91.6	1.1013	-4.11	3360.0	-0.0301	2688.0	-2789.04
E7	BINDING	A_PBAR	TAU_0.99	0.99	5	-58.32	47.83	-169.68	53.03	-72.07	311.0	393	342.8	-64.74	0.8723	25.72	3360.0	-0.0174	2688.0	-2746.32
E7	BINDING	A_PWIN	CELLSOFAR_0.8	0.8	5	32.61	39.71	-113.1	178.33	32.61	393.0	393	682.6	18.76	1.7369	-47.7	3360.0	0.0097	2688.0	-2655.39
E7	BINDING	A_PWIN	CELLSOFAR_0.9	0.9	5	-5.62	59.65	-145.64	134.4	-5.62	393.0	393	656.6	-3.73	1.6707	-16.71	3360.0	-0.0017	2688.0	-2693.62
E7	BINDING	A_PWIN	CELLSOFAR_0.95	0.95	5	-10.78	58.85	-149.74	128.18	-10.75	392.8	393	638.2	-7.22	1.6239	-27.14	3360.0	-0.0032	2688.0	-2698.78
E7	BINDING	A_PWIN	CELLSOFAR_0.99	0.99	5	-6.62	63.37	-144.53	131.29	-6.61	392.0	393	628.8	-4.96	1.6	-19.47	3360.0	-0.002	2688.0	-2694.62
E7	BINDING	A_PWIN	DAYSOFAR_0.5	0.5	5	-54.69	27.41	-189.06	79.68	-54.69	393.0	393	673.8	-32.15	1.7145	-32.44	3360.0	-0.0163	2688.0	-2742.69
E7	BINDING	A_PWIN	DAYSOFAR_0.7	0.7	5	-16.39	52.39	-161.39	128.6	-16.39	393.0	393	637.6	-10.28	1.6224	-39.04	3360.0	-0.0049	2688.0	-2704.39
E7	BINDING	A_PWIN	DAYSOFAR_0.9	0.9	5	-56.44	32.57	-194.53	81.66	-56.59	391.8	393	586.4	-38.02	1.4921	-30.89	3360.0	-0.0168	2688.0	-2744.44
E7	BINDING	A_PWIN	FIRST_3		5	-68.19	0.0	-206.41	70.03	-68.19	393.0	393	686.0	-39.07	1.7455	-68.19	3360.0	-0.0203	2688.0	-2756.19
E7	BINDING	A_PWIN	OCCUPANCY_0.5	0.5	5	-81.15	50.28	-191.34	29.04	-116.04	279.8	393	307.4	-106.7	0.7822	-29.74	3360.0	-0.0242	2688.0	-2769.15
E7	BINDING	A_PWIN	OCCUPANCY_1	1.0	5	-45.16	75.26	-168.22	77.9	-49.99	359.0	393	431.0	-42.33	1.0967	-36.05	3360.0	-0.0134	2688.0	-2733.16
E7	BINDING	A_PWIN	OCCUPANCY_2	2.0	5	-46.42	51.26	-166.87	74.04	-49.53	367.4	393	444.0	-40.9	1.1298	-30.02	3360.0	-0.0138	2688.0	-2734.42
E7	BINDING	A_PWIN	SECRETARY_0.1	0.1	5	-9.7	33.21	-102.65	83.26	-12.38	284.4	393	338.8	-10.38	0.8621	-87.82	3360.0	-0.0029	2688.0	-2697.7
E7	BINDING	A_PWIN	SECRETARY_0.25	0.25	5	-20.03	11.56	-77.18	37.12	-50.02	146.8	393	159.2	-46.06	0.4051	-44.4	3360.0	-0.006	2688.0	-2708.03
E7	BINDING	A_PWIN	SECRETARY_0.5	0.5	5	-17.61	7.66	-38.31	3.09	-262.59	27.4	393	28.0	-257.39	0.0712	-11.23	3360.0	-0.0052	2688.0	-2705.61
E7	BINDING	A_PWIN	SECRETARY_0.6	0.6	5	-5.04	7.99	-20.15	10.07	-164.38	13.4	393	13.6	-164.75	0.0346	-28.2	3360.0	-0.0015	2688.0	-2693.04
E7	BINDING	A_PWIN	SECRETARY_0.7	0.7	5	-0.64	6.6	-13.34	12.06	-47.98	8.6	393	8.6	-47.98	0.0219	-8.62	3360.0	-0.0002	2688.0	-2688.64
E7	BINDING	A_PWIN	SECRETARY_0.8	0.8	5	-0.1	3.96	-7.83	7.62	-100.43	4.0	393	4.0	-125.54	0.0102	-13.8	3360.0	-0.0	2688.0	-2688.1
E7	BINDING	A_PWIN	SECRETARY_RE_0.1	0.1	5	-9.7	33.21	-102.65	83.26	-12.38	284.4	393	338.8	-10.38	0.8621	-28.64	3360.0	-0.0029	2688.0	-2697.7
E7	BINDING	A_PWIN	SECRETARY_RE_0.25	0.25	5	-20.03	11.56	-77.18	37.12	-50.02	146.8	393	159.2	-46.06	0.4051	-57.85	3360.0	-0.006	2688.0	-2708.03
E7	BINDING	A_PWIN	SECRETARY_RE_0.5	0.5	5	-17.61	7.66	-38.31	3.09	-262.59	27.4	393	28.0	-257.39	0.0712	-21.03	3360.0	-0.0052	2688.0	-2705.61
E7	BINDING	A_PWIN	SECRETARY_RE_0.6	0.6	5	-5.04	7.99	-20.15	10.07	-164.38	13.4	393	13.6	-164.75	0.0346	-38.29	3360.0	-0.0015	2688.0	-2693.04
E7	BINDING	A_PWIN	SECRETARY_RE_0.7	0.7	5	-0.64	6.6	-13.34	12.06	-47.98	8.6	393	8.6	-47.98	0.0219	-8.73	3360.0	-0.0002	2688.0	-2688.64
E7	BINDING	A_PWIN	SECRETARY_RE_0.8	0.8	5	-0.1	3.96	-7.83	7.62	-100.43	4.0	393	4.0	-125.54	0.0102	-8.7	3360.0	-0.0	2688.0	-2688.1
E7	BINDING	A_PWIN	TAU_0.5	0.5	5	-28.0	20.53	-165.05	109.05	-28.0	392.8	393	632.4	-17.51	1.6092	-39.23	3360.0	-0.0083	2688.0	-2716.0
E7	BINDING	A_PWIN	TAU_0.7	0.7	5	-55.66	39.06	-192.82	81.5	-56.7	386.6	393	535.4	-41.39	1.3623	-43.99	3360.0	-0.0166	2688.0	-2743.66
E7	BINDING	A_PWIN	TAU_0.8	0.8	5	-75.94	51.14	-207.36	55.49	-82.94	364.6	393	445.2	-69.79	1.1328	-4.72	3360.0	-0.0226	2688.0	-2763.94
E7	BINDING	A_PWIN	TAU_0.9	0.9	5	-92.75	58.13	-216.42	30.92	-107.8	333.2	393	377.8	-95.6	0.9613	-50.57	3360.0	-0.0276	2688.0	-2780.75
E7	BINDING	A_PWIN	TAU_0.95	0.95	5	-77.03	53.93	-195.77	41.72	-97.83	307.8	393	341.2	-89.53	0.8682	-44.94	3360.0	-0.0229	2688.0	-2765.03
E7	BINDING	A_PWIN	TAU_0.975	0.975	5	-76.45	54.12	-191.52	38.61	-105.57	293.0	393	325.4	-97.68	0.828	-50.1	3360.0	-0.0228	2688.0	-2764.45
E7	BINDING	A_PWIN	TAU_0.99	0.99	5	-72.13	52.46	-157.37	13.1	-237.97	168.0	393	182.4	-230.56	0.4641	20.61	3360.0	-0.0215	2688.0	-2760.13
