# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# H1 = the champion's OWN ranking objective regrouped from CELL to (asset, DAY), labels = within-day certificate grades.  The rule that wins compares within DAY while the champion is trained within CELL — mismatched by exactly one level of the hierarchy.
# H2 = S_XGB_DAYZ, the folded score standardised causally against the DAY'S OWN PAST arrivals (expanding mean/sd, warmup 10).  TAUZ is the absolute-threshold level rule that a z-score makes possible without any training-block reference.
# ORACLE_DAYRANK is the HINDSIGHT ceiling probe: the true within-day certificate rank.  It separates 'the rule needs the day-RANK' from 'the rule needs the dollar LEVEL'.
# H1_DAYRANK is fitted HERE and therefore predicted over tr | ev, so it carries TRAINING-BLOCK COVERAGE and can run the LEVEL families that the deployed column structurally cannot.
# NOT_RUN rows are policies that could not execute because an input was absent.  They are never $0.00, and they are excluded from both the selection and the search-adjusted null.
mode	era	score_column	family	policy	status	usd_per_session_ALL	sd_usd	ci_lo	ci_hi	n_trades_total	n_firing_sessions	n_era_sessions	top5_trade_share_of_pnl	shuffled_null	causal_oracle	capture_of_causal_oracle	not_run_reason
eval	E6	H1_DAYRANK	SECTIME	SECTIME_0.6	ran	-12.28	6.5	-34.31	9.75	77.2	73.6	384	0.553	-17.89	2675.0	-0.0046	
eval	E6	H1_DAYRANK	TAUZ	TAUZ_0.5	ran	27.93	79.81	-78.43	134.3	285.0	254.8	384	0.166	-65.44	2675.0	0.0104	
eval	E6	H1_DAYRANK	TAUZ	TAUZ_1	ran	-2.56	3.69	-19.21	14.1	10.0	9.6	384	0.274	-8.35	2675.0	-0.001	
eval	E6	H1_DAYRANK	TAUZ	TAUZ_1.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	384		0.0	2675.0	0.0	
eval	E6	H1_DAYRANK	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	384		0.0	2675.0	0.0	
eval	E6	H1_DAYRANK	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	384		0.0	2675.0	0.0	
eval	E6	H1_DAYRANK	TAU_LEVEL	TAU_0.5	ran	-23.4	18.57	-147.67	100.87	726.6	384.0	384	0.081	-42.58	2675.0	-0.0087	
eval	E6	H1_DAYRANK	TAU_LEVEL	TAU_0.7	ran	-2.46	43.26	-127.95	123.02	700.4	384.0	384	0.084	-56.31	2675.0	-0.0009	
eval	E6	H1_DAYRANK	TAU_LEVEL	TAU_0.8	ran	58.66	58.49	-72.23	189.56	673.6	384.0	384	0.086	-31.5	2675.0	0.0219	
eval	E6	H1_DAYRANK	TAU_LEVEL	TAU_0.9	ran	106.82	58.35	-40.59	254.22	565.0	382.4	384	0.096	-43.53	2675.0	0.0399	
eval	E6	H1_DAYRANK	TAU_LEVEL	TAU_0.95	ran	61.68	65.07	-64.96	188.32	392.4	329.4	384	0.122	-56.39	2675.0	0.0231	
eval	E6	H1_DAYRANK	TAU_LEVEL	TAU_0.975	ran	-31.24	48.46	-114.96	52.48	231.0	211.2	384	0.178	-43.86	2675.0	-0.0117	
eval	E6	H1_DAYRANK	TAU_LEVEL	TAU_0.99	ran	-25.17	31.67	-84.81	34.48	126.4	121.8	384	0.298	-60.72	2675.0	-0.0094	
eval	E6	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.8	ran	1432.76	0.0	1259.8	1605.73	990.0	384.0	384	0.047	-6.23	2675.0	0.5356	
eval	E6	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.9	ran	1442.08	0.0	1282.71	1601.44	956.0	384.0	384	0.041	-116.96	2675.0	0.5391	
eval	E6	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.95	ran	1403.67	0.0	1253.56	1553.78	907.0	383.0	384	0.042	-59.1	2675.0	0.5247	
eval	E6	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.99	ran	1399.45	0.0	1249.78	1549.13	862.0	382.0	384	0.042	-27.37	2675.0	0.5232	
eval	E6	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.5	ran	1648.29	0.0	1459.75	1836.84	1006.0	384.0	384	0.043	-123.18	2675.0	0.6162	
eval	E6	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.7	ran	2077.59	0.0	1898.69	2256.5	1007.0	384.0	384	0.036	103.62	2675.0	0.7767	
eval	E6	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.9	ran	2002.33	0.0	1821.92	2182.74	785.0	379.0	384	0.045	-64.67	2675.0	0.7485	
eval	E6	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_0.5	ran	1824.92	0.0	1671.02	1978.82	586.0	383.0	384	0.047	-111.59	2675.0	0.6822	
eval	E6	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_1	ran	1796.51	0.0	1651.11	1941.91	593.0	384.0	384	0.047	-14.86	2675.0	0.6716	
eval	E6	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_2	ran	1964.19	0.0	1814.08	2114.3	629.0	384.0	384	0.043	-133.26	2675.0	0.7343	
eval	E6	ORACLE_DAYRANK	SECTIME	SECTIME_0.05	ran	1384.99	0.0	1245.04	1524.95	845.0	381.0	384	0.041	-36.62	2675.0	0.5178	
eval	E6	ORACLE_DAYRANK	SECTIME	SECTIME_0.1	ran	1430.94	0.0	1274.69	1587.2	786.0	374.0	384	0.048	17.75	2675.0	0.5349	
eval	E6	ORACLE_DAYRANK	SECTIME	SECTIME_0.15	ran	1409.37	0.0	1257.21	1561.52	722.0	364.0	384	0.054	-91.06	2675.0	0.5269	
eval	E6	ORACLE_DAYRANK	SECTIME	SECTIME_0.25	ran	1159.93	0.0	1017.92	1301.95	561.0	334.0	384	0.057	-57.14	2675.0	0.4336	
eval	E6	ORACLE_DAYRANK	SECTIME	SECTIME_0.4	ran	470.01	0.0	386.16	553.86	248.0	199.0	384	0.109	-41.2	2675.0	0.1757	
eval	E6	ORACLE_DAYRANK	SECTIME	SECTIME_0.6	ran	147.46	0.0	109.05	185.88	91.0	82.0	384	0.161	-53.79	2675.0	0.0551	
eval	E6	ORACLE_DAYRANK	TAUZ	TAUZ_0.5	ran	2191.48	0.0	2013.42	2369.54	1093.0	384.0	384	0.034	-29.25	2675.0	0.8192	
eval	E6	ORACLE_DAYRANK	TAUZ	TAUZ_1	ran	1776.8	0.0	1639.2	1914.4	368.0	368.0	384	0.055	-41.35	2675.0	0.6642	
eval	E6	ORACLE_DAYRANK	TAUZ	TAUZ_1.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	384		0.0	2675.0	0.0	
eval	E6	ORACLE_DAYRANK	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	384		0.0	2675.0	0.0	
eval	E6	ORACLE_DAYRANK	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	384		0.0	2675.0	0.0	
eval	E6	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.5	ran	2192.47	0.0	2014.54	2370.4	1093.0	384.0	384	0.034	-21.76	2675.0	0.8196	
eval	E6	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.7	ran	2618.35	0.0	2426.84	2809.87	1073.0	384.0	384	0.035	-147.72	2675.0	0.9788	
eval	E6	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.8	ran	2591.51	0.0	2402.34	2780.67	911.0	384.0	384	0.036	-106.07	2675.0	0.9688	
eval	E6	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.9	ran	2388.94	0.0	2211.7	2566.18	712.0	384.0	384	0.039	-80.7	2675.0	0.8931	
eval	E6	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.95	ran	2188.65	0.0	2020.32	2356.97	572.0	384.0	384	0.043	-208.7	2675.0	0.8182	
eval	E6	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.975	ran	2024.59	0.0	1873.46	2175.71	488.0	382.0	384	0.047	-84.1	2675.0	0.7569	
eval	E6	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.99	ran	1879.88	0.0	1735.5	2024.26	414.0	375.0	384	0.051	11.45	2675.0	0.7028	
eval	E6	S_XGB	CELLSOFAR	CELLSOFAR_0.8	ran	125.72	25.02	-4.35	255.79	728.0	384.0	384	0.078	-62.52	2675.0	0.047	
eval	E6	S_XGB	CELLSOFAR	CELLSOFAR_0.9	ran	106.42	50.55	-22.17	235.0	708.4	383.4	384	0.079	-34.29	2675.0	0.0398	
eval	E6	S_XGB	CELLSOFAR	CELLSOFAR_0.95	ran	128.25	50.63	-0.08	256.57	697.0	382.8	384	0.078	-82.16	2675.0	0.0479	
eval	E6	S_XGB	CELLSOFAR	CELLSOFAR_0.99	ran	110.85	54.26	-18.28	239.98	677.2	382.6	384	0.081	-78.7	2675.0	0.0414	
eval	E6	S_XGB	DAYSOFAR	DAYSOFAR_0.5	ran	42.3	43.93	-78.95	163.54	726.6	384.0	384	0.08	-65.71	2675.0	0.0158	
eval	E6	S_XGB	DAYSOFAR	DAYSOFAR_0.7	ran	88.96	60.86	-35.58	213.51	730.0	384.0	384	0.076	-83.51	2675.0	0.0333	
eval	E6	S_XGB	DAYSOFAR	DAYSOFAR_0.9	ran	104.08	64.71	-24.87	233.04	701.6	384.0	384	0.077	-40.28	2675.0	0.0389	
eval	E6	S_XGB	OCC_LEVEL	OCCUPANCY_0.5	NOT_RUN							384			2675.0		seats_occupancy: the TRAINING BLOCK carries no finite score (859839 rows), so the quantile reference cannot be built.  T
eval	E6	S_XGB	OCC_LEVEL	OCCUPANCY_1	NOT_RUN							384			2675.0		seats_occupancy: the TRAINING BLOCK carries no finite score (859839 rows), so the quantile reference cannot be built.  T
eval	E6	S_XGB	OCC_LEVEL	OCCUPANCY_2	NOT_RUN							384			2675.0		seats_occupancy: the TRAINING BLOCK carries no finite score (859839 rows), so the quantile reference cannot be built.  T
eval	E6	S_XGB	SECTIME	SECTIME_0.05	ran	113.19	68.92	-15.08	241.46	679.0	383.8	384	0.085	-67.16	2675.0	0.0423	
eval	E6	S_XGB	SECTIME	SECTIME_0.1	ran	127.19	59.73	-5.49	259.88	650.0	382.0	384	0.087	-48.79	2675.0	0.0475	
eval	E6	S_XGB	SECTIME	SECTIME_0.15	ran	119.75	46.07	-2.72	242.22	615.2	377.8	384	0.092	-105.46	2675.0	0.0448	
eval	E6	S_XGB	SECTIME	SECTIME_0.25	ran	85.04	46.04	-14.9	184.98	530.2	358.4	384	0.104	-73.78	2675.0	0.0318	
eval	E6	S_XGB	SECTIME	SECTIME_0.4	ran	0.43	29.98	-57.61	58.47	307.2	249.6	384	0.156	-27.03	2675.0	0.0002	
eval	E6	S_XGB	SECTIME	SECTIME_0.6	ran	3.09	4.55	-27.02	33.19	153.8	135.2	384	0.324	-30.9	2675.0	0.0012	
eval	E6	S_XGB	TAUZ	TAUZ_0.5	ran	86.18	66.28	-9.83	182.19	397.8	236.2	384	0.374	-67.54	2675.0	0.0322	
eval	E6	S_XGB	TAUZ	TAUZ_1	ran	0.0	0.0	0.0	0.0	0.0	0.0	384		0.0	2675.0	0.0	
eval	E6	S_XGB	TAUZ	TAUZ_1.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	384		0.0	2675.0	0.0	
eval	E6	S_XGB	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	384		0.0	2675.0	0.0	
eval	E6	S_XGB	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	384		0.0	2675.0	0.0	
eval	E6	S_XGB	TAU_LEVEL	TAU_0.5	NOT_RUN							384			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (859839 rows), so tau cannot be set.  This is the defect that hid 
eval	E6	S_XGB	TAU_LEVEL	TAU_0.7	NOT_RUN							384			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (859839 rows), so tau cannot be set.  This is the defect that hid 
eval	E6	S_XGB	TAU_LEVEL	TAU_0.8	NOT_RUN							384			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (859839 rows), so tau cannot be set.  This is the defect that hid 
eval	E6	S_XGB	TAU_LEVEL	TAU_0.9	NOT_RUN							384			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (859839 rows), so tau cannot be set.  This is the defect that hid 
eval	E6	S_XGB	TAU_LEVEL	TAU_0.95	NOT_RUN							384			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (859839 rows), so tau cannot be set.  This is the defect that hid 
eval	E6	S_XGB	TAU_LEVEL	TAU_0.975	NOT_RUN							384			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (859839 rows), so tau cannot be set.  This is the defect that hid 
eval	E6	S_XGB	TAU_LEVEL	TAU_0.99	NOT_RUN							384			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (859839 rows), so tau cannot be set.  This is the defect that hid 
eval	E6	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.8	ran	22.57	52.71	-101.81	146.96	722.6	384.0	384	0.085	-127.63	2675.0	0.0084	
eval	E6	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.9	ran	36.52	73.39	-82.19	155.23	705.0	383.2	384	0.084	-82.9	2675.0	0.0137	
eval	E6	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.95	ran	54.48	72.07	-61.59	170.55	678.6	381.8	384	0.086	-136.06	2675.0	0.0204	
eval	E6	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.99	ran	56.39	75.35	-58.45	171.23	638.0	376.2	384	0.087	-144.15	2675.0	0.0211	
eval	E6	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.5	ran	23.35	6.47	-88.46	135.16	743.4	384.0	384	0.083	37.6	2675.0	0.0087	
eval	E6	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.7	ran	99.17	35.79	-20.97	219.3	750.6	384.0	384	0.075	-31.58	2675.0	0.0371	
eval	E6	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.9	ran	14.18	96.05	-107.7	136.06	682.0	383.2	384	0.084	-95.97	2675.0	0.0053	
eval	E6	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_0.5	NOT_RUN							384			2675.0		seats_occupancy: the TRAINING BLOCK carries no finite score (859839 rows), so the quantile reference cannot be built.  T
eval	E6	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_1	NOT_RUN							384			2675.0		seats_occupancy: the TRAINING BLOCK carries no finite score (859839 rows), so the quantile reference cannot be built.  T
eval	E6	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_2	NOT_RUN							384			2675.0		seats_occupancy: the TRAINING BLOCK carries no finite score (859839 rows), so the quantile reference cannot be built.  T
eval	E6	S_XGB_DAYZ	SECTIME	SECTIME_0.05	ran	43.69	47.95	-62.96	150.35	614.0	375.0	384	0.094	-66.09	2675.0	0.0163	
eval	E6	S_XGB_DAYZ	SECTIME	SECTIME_0.1	ran	52.51	60.16	-46.57	151.59	565.4	360.8	384	0.105	-44.63	2675.0	0.0196	
eval	E6	S_XGB_DAYZ	SECTIME	SECTIME_0.15	ran	26.88	70.77	-63.52	117.29	503.8	341.6	384	0.126	-41.0	2675.0	0.01	
eval	E6	S_XGB_DAYZ	SECTIME	SECTIME_0.25	ran	0.88	57.87	-70.59	72.35	390.8	290.6	384	0.128	-83.9	2675.0	0.0003	
eval	E6	S_XGB_DAYZ	SECTIME	SECTIME_0.4	ran	-5.46	25.57	-43.38	32.46	199.0	174.4	384	0.241	-63.74	2675.0	-0.002	
eval	E6	S_XGB_DAYZ	SECTIME	SECTIME_0.6	ran	-0.97	11.84	-23.77	21.82	107.6	100.2	384	0.413	-24.69	2675.0	-0.0004	
eval	E6	S_XGB_DAYZ	TAUZ	TAUZ_0.5	ran	63.66	52.23	-59.86	187.18	727.4	384.0	384	0.078	-77.57	2675.0	0.0238	
eval	E6	S_XGB_DAYZ	TAUZ	TAUZ_1	ran	110.06	71.29	-20.25	240.37	722.0	384.0	384	0.075	-58.13	2675.0	0.0411	
eval	E6	S_XGB_DAYZ	TAUZ	TAUZ_1.5	ran	86.51	65.21	-31.11	204.13	606.2	367.4	384	0.092	-52.17	2675.0	0.0323	
eval	E6	S_XGB_DAYZ	TAUZ	TAUZ_2	ran	63.09	41.63	-30.57	156.76	292.6	233.8	384	0.176	-36.71	2675.0	0.0236	
eval	E6	S_XGB_DAYZ	TAUZ	TAUZ_2.5	ran	-4.69	11.3	-47.74	38.36	87.6	83.0	384	0.378	-15.48	2675.0	-0.0018	
eval	E6	S_XGB_DAYZ	TAU_LEVEL	TAU_0.5	NOT_RUN							384			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (859839 rows), so tau cannot be set.  This is the defect that hid 
eval	E6	S_XGB_DAYZ	TAU_LEVEL	TAU_0.7	NOT_RUN							384			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (859839 rows), so tau cannot be set.  This is the defect that hid 
eval	E6	S_XGB_DAYZ	TAU_LEVEL	TAU_0.8	NOT_RUN							384			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (859839 rows), so tau cannot be set.  This is the defect that hid 
eval	E6	S_XGB_DAYZ	TAU_LEVEL	TAU_0.9	NOT_RUN							384			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (859839 rows), so tau cannot be set.  This is the defect that hid 
eval	E6	S_XGB_DAYZ	TAU_LEVEL	TAU_0.95	NOT_RUN							384			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (859839 rows), so tau cannot be set.  This is the defect that hid 
eval	E6	S_XGB_DAYZ	TAU_LEVEL	TAU_0.975	NOT_RUN							384			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (859839 rows), so tau cannot be set.  This is the defect that hid 
eval	E6	S_XGB_DAYZ	TAU_LEVEL	TAU_0.99	NOT_RUN							384			2675.0		seats_tau: the TRAINING BLOCK carries no finite score (859839 rows), so tau cannot be set.  This is the defect that hid 
eval	E7	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.8	ran	-23.16	38.65	-163.32	117.0	684.2	393.0	393	0.1	-2.87	3360.0	-0.0069	
eval	E7	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.9	ran	-3.78	17.82	-145.93	138.38	655.6	392.6	393	0.102	-113.99	3360.0	-0.0011	
eval	E7	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.95	ran	-15.57	32.5	-152.67	121.54	627.0	390.6	393	0.105	-18.58	3360.0	-0.0046	
eval	E7	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.99	ran	7.99	28.0	-127.58	143.57	599.2	386.0	393	0.112	-7.91	3360.0	0.0024	
eval	E7	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.5	ran	-80.65	34.1	-217.35	56.06	693.2	393.0	393	0.097	-69.97	3360.0	-0.024	
eval	E7	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.7	ran	-85.59	34.87	-210.44	39.26	691.8	393.0	393	0.09	-29.86	3360.0	-0.0255	
eval	E7	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.9	ran	-35.13	26.35	-160.56	90.3	651.4	393.0	393	0.106	18.16	3360.0	-0.0105	
eval	E7	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_0.5	ran	-48.11	30.61	-142.78	46.57	324.4	292.8	393	0.176	-41.46	3360.0	-0.0143	
eval	E7	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_1	ran	-32.28	20.78	-129.7	65.14	418.8	354.0	393	0.145	-15.15	3360.0	-0.0096	
eval	E7	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_2	ran	-86.29	18.64	-192.7	20.12	434.2	362.4	393	0.155	-37.93	3360.0	-0.0257	
eval	E7	H1_DAYRANK	SECTIME	SECTIME_0.05	ran	-23.4	21.25	-154.52	107.72	585.6	383.4	393	0.11	-34.63	3360.0	-0.007	
eval	E7	H1_DAYRANK	SECTIME	SECTIME_0.1	ran	-26.2	15.74	-151.33	98.93	544.4	377.8	393	0.118	-54.23	3360.0	-0.0078	
eval	E7	H1_DAYRANK	SECTIME	SECTIME_0.15	ran	-37.06	28.91	-155.87	81.74	503.0	363.8	393	0.128	7.97	3360.0	-0.011	
eval	E7	H1_DAYRANK	SECTIME	SECTIME_0.25	ran	-71.18	5.65	-170.02	27.65	410.0	317.2	393	0.117	-62.95	3360.0	-0.0212	
eval	E7	H1_DAYRANK	SECTIME	SECTIME_0.4	ran	-22.37	15.76	-94.32	49.58	214.0	195.8	393	0.208	-62.05	3360.0	-0.0067	
eval	E7	H1_DAYRANK	SECTIME	SECTIME_0.6	ran	-24.26	6.62	-53.35	4.83	73.0	71.4	393	0.439	-20.79	3360.0	-0.0072	
eval	E7	H1_DAYRANK	TAUZ	TAUZ_0.5	ran	-80.61	37.08	-196.03	34.81	348.4	297.2	393	0.172	-24.94	3360.0	-0.024	
eval	E7	H1_DAYRANK	TAUZ	TAUZ_1	ran	-28.68	35.42	-81.11	23.75	79.0	76.6	393	0.425	-5.42	3360.0	-0.0085	
eval	E7	H1_DAYRANK	TAUZ	TAUZ_1.5	ran	-0.97	1.94	-2.33	0.38	0.4	0.4	393		2.31	3360.0	-0.0003	
eval	E7	H1_DAYRANK	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	393		0.0	3360.0	0.0	
eval	E7	H1_DAYRANK	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	393		0.0	3360.0	0.0	
eval	E7	H1_DAYRANK	TAU_LEVEL	TAU_0.5	ran	-66.9	11.13	-203.87	70.06	688.4	393.0	393	0.097	-57.18	3360.0	-0.0199	
eval	E7	H1_DAYRANK	TAU_LEVEL	TAU_0.7	ran	-30.49	27.0	-165.83	104.85	691.4	393.0	393	0.093	-34.32	3360.0	-0.0091	
eval	E7	H1_DAYRANK	TAU_LEVEL	TAU_0.8	ran	-2.97	29.2	-144.97	139.03	670.0	393.0	393	0.097	-101.57	3360.0	-0.0009	
eval	E7	H1_DAYRANK	TAU_LEVEL	TAU_0.9	ran	19.78	52.94	-131.91	171.48	567.8	389.4	393	0.12	-62.03	3360.0	0.0059	
eval	E7	H1_DAYRANK	TAU_LEVEL	TAU_0.95	ran	-73.53	37.94	-195.18	48.12	407.2	335.2	393	0.151	-17.4	3360.0	-0.0219	
eval	E7	H1_DAYRANK	TAU_LEVEL	TAU_0.975	ran	-75.4	33.66	-179.29	28.49	277.0	242.8	393	0.205	-65.59	3360.0	-0.0224	
eval	E7	H1_DAYRANK	TAU_LEVEL	TAU_0.99	ran	-53.83	13.33	-135.38	27.71	173.2	160.2	393	0.249	-7.06	3360.0	-0.016	
eval	E7	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.8	ran	1755.58	0.0	1532.45	1978.71	999.0	393.0	393	0.04	-27.06	3360.0	0.5225	
eval	E7	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.9	ran	1871.83	0.0	1654.9	2088.77	959.0	393.0	393	0.042	-16.61	3360.0	0.5571	
eval	E7	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.95	ran	1842.17	0.0	1625.0	2059.33	922.0	393.0	393	0.043	125.84	3360.0	0.5483	
eval	E7	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.99	ran	1737.92	0.0	1520.43	1955.41	867.0	393.0	393	0.045	-115.68	3360.0	0.5172	
eval	E7	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.5	ran	1845.35	0.0	1593.04	2097.66	988.0	393.0	393	0.057	-0.59	3360.0	0.5492	
eval	E7	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.7	ran	2598.83	0.0	2297.83	2899.83	1048.0	393.0	393	0.045	-38.15	3360.0	0.7735	
eval	E7	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.9	ran	2447.88	0.0	2176.16	2719.61	809.0	384.0	393	0.048	23.79	3360.0	0.7285	
eval	E7	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_0.5	ran	2318.81	0.0	2064.28	2573.34	589.0	392.0	393	0.053	-93.23	3360.0	0.6901	
eval	E7	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_1	ran	2221.25	0.0	2040.2	2402.3	606.0	392.0	393	0.049	-87.73	3360.0	0.6611	
eval	E7	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_2	ran	2340.79	0.0	2161.72	2519.85	638.0	393.0	393	0.048	29.82	3360.0	0.6967	
eval	E7	ORACLE_DAYRANK	SECTIME	SECTIME_0.05	ran	1629.34	0.0	1417.12	1841.57	820.0	392.0	393	0.06	-20.65	3360.0	0.4849	
eval	E7	ORACLE_DAYRANK	SECTIME	SECTIME_0.1	ran	1611.09	0.0	1374.3	1847.88	761.0	384.0	393	0.063	-43.69	3360.0	0.4795	
eval	E7	ORACLE_DAYRANK	SECTIME	SECTIME_0.15	ran	1581.05	0.0	1376.06	1786.05	703.0	379.0	393	0.055	-85.51	3360.0	0.4706	
eval	E7	ORACLE_DAYRANK	SECTIME	SECTIME_0.25	ran	1167.91	0.0	1034.52	1301.3	540.0	342.0	393	0.058	-15.01	3360.0	0.3476	
eval	E7	ORACLE_DAYRANK	SECTIME	SECTIME_0.4	ran	553.99	0.0	456.59	651.4	261.0	212.0	393	0.111	-73.8	3360.0	0.1649	
eval	E7	ORACLE_DAYRANK	SECTIME	SECTIME_0.6	ran	207.74	0.0	142.34	273.13	112.0	101.0	393	0.188	-52.53	3360.0	0.0618	
eval	E7	ORACLE_DAYRANK	TAUZ	TAUZ_0.5	ran	2637.17	0.0	2421.12	2853.21	1115.0	393.0	393	0.032	-33.24	3360.0	0.7849	
eval	E7	ORACLE_DAYRANK	TAUZ	TAUZ_1	ran	2052.15	0.0	1889.48	2214.81	375.0	375.0	393	0.057	72.34	3360.0	0.6108	
eval	E7	ORACLE_DAYRANK	TAUZ	TAUZ_1.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	393		0.0	3360.0	0.0	
eval	E7	ORACLE_DAYRANK	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	393		0.0	3360.0	0.0	
eval	E7	ORACLE_DAYRANK	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	393		0.0	3360.0	0.0	
eval	E7	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.5	ran	2640.6	0.0	2424.46	2856.75	1116.0	393.0	393	0.032	-91.93	3360.0	0.7859	
eval	E7	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.7	ran	3287.5	0.0	2997.3	3577.7	1141.0	393.0	393	0.037	-72.24	3360.0	0.9784	
eval	E7	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.8	ran	3282.31	0.0	2998.23	3566.38	1022.0	393.0	393	0.037	-112.74	3360.0	0.9769	
eval	E7	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.9	ran	2982.3	0.0	2718.25	3246.36	781.0	393.0	393	0.041	63.21	3360.0	0.8876	
eval	E7	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.95	ran	2700.7	0.0	2466.37	2935.03	615.0	393.0	393	0.045	-47.32	3360.0	0.8038	
eval	E7	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.975	ran	2430.96	0.0	2241.4	2620.51	498.0	389.0	393	0.047	-51.31	3360.0	0.7235	
